"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"CAB39L",1.20705577256373,-0.174449238790791,3.70424134367098,0.00270411699041192,0.0164747401573384,-1.4589348994741,"CAB39L"
"EIF3G",0.714399581298304,-0.0490366892247019,3.502532389951,0.00176664905499374,0.0124388914590842,-1.47092091250255,"EIF3G"
"NOTCH1",-0.453606378404904,0.0538991412553754,-3.50047319521839,0.00177577631726033,0.0124388914590842,-1.47578482644129,"NOTCH1"
"DHX8",-0.499478100718377,0.0250218189521107,-3.50042609404687,0.00177598562709803,0.0124388914590842,-1.47589607095269,"DHX8"
"GOLM2",0.406490669621809,-0.0550110630812774,3.49548414863055,0.00179808091086149,0.0125290188482607,-1.48756540541227,"GOLM2"
"FH",0.882925168460909,-0.0558336799293925,3.49440545756709,0.00180293919345404,0.0125290188482607,-1.49011180051201,"FH"
"KIF2A",1.19930740961021,-0.260706862548093,3.49059166294356,0.00182021876859869,0.0125762790889082,-1.49911275585053,"KIF2A"
"BMP1",-0.373769253412553,0.0960020916561307,-3.48446204653111,0.00184832940791769,0.012695668018091,-1.51357267377712,"BMP1"
"FBXW7",-0.721382415229719,0.209099101354622,-3.47733111234498,0.00188156435755873,0.012874242277296,-1.53038439545753,"FBXW7"
"MAT2A",0.494993959927601,-0.0605596569247678,3.4719930818289,0.00190682326256256,0.0129970826976965,-1.54296189302656,"MAT2A"
"NPEPPS",0.376583728418281,-0.00931159982872461,3.46338298193694,0.00194826234050845,0.0131508530556348,-1.56323576306523,"NPEPPS"
