"","COVIDX1","COVIDX2","COVIDX3","COVIDX4","COVIDX5","COVIDX6","HC2","HC3","HC4","COVIDX17","COVIDX18","COVIDX19","COVIDX20","COVIDX7","COVIDX8","COVIDX9","COVIDX10","COVIDX11","COVIDX12","COVIDX13","COVIDX14","COVIDX15","COVIDX16","HC5","HC6","HC7","HC9"
"HNRNPA2B1",-0.448168986148534,-0.212916576414219,0.678443268932199,0.607819535060875,-0.371907472324751,0.0477531420799062,-0.93853846915546,-0.179860488788008,-0.676511732452839,-0.60721883636157,-0.119725964141266,-0.00137044525737728,0.199573046348478,-0.0439329078419419,-0.0328096571400103,0.122008518098735,-0.216936819719418,1.12181908043014,-0.244324284978781,0.522149508839075,0.135309502329566,-1.47258579033009,-0.475536797770534,-1.20629189648951,-0.718106984526941,-0.403446173759615,-0.650298270795808
"ISG15",0.448627210424151,0.383110923825177,0.885197849360583,-0.12127787112677,0.89768108674238,0.521833185986817,-2.18076089822581,-2.97231500228681,-2.17431188816134,-0.244439521087399,0.34654245257025,0.745462074231023,0.0110021877893018,-0.0568868363588333,-0.262770707656857,0.222573684899675,0.238229772538791,-0.122759107082363,0.0436636416977247,0.388355067893265,0.37212338878633,-0.576518803399041,0.479479539850617,-1.40505746335477,-1.08606681898269,-0.702057999436613,-0.634083833040483
"PGRMC1",-0.036086322001248,-0.0303782860168162,-0.121291983945124,0.225072304151656,0.0676577650543679,-0.0406071850050784,-0.10029242142522,-0.0125938579562153,-0.0154836973950321,0.0854586116633662,0.19999501785554,-0.019673880781216,-0.0138994029536779,-0.0466410980461873,-0.266554840510242,0.0266971147737038,-0.0772545492476588,-0.17792266663475,0.110567902079474,0.0395835103166604,0.114873521978428,-0.0414948318074977,0.0259585643581772,0.178086385940514,0.103864748998284,0.137110976001285,0.247184866460241
"PIGR",0.154896356695891,0.389612081385991,0.159443595648952,-0.0609702788128459,-0.0651929374558398,0.194906043894172,-0.0826461816407171,0.0577101360181427,0.139547696158436,0.0442654374883631,-0.16891997914628,-0.121564083059347,0.446747702393155,-0.0482671420375986,-0.568117256733295,-0.201561465258841,-0.178622362475995,0.458145772077497,-0.295761609713317,-0.257598280374214,-0.0692651559018422,0.200841746766919,-0.251586959280811,-0.296894399984385,-0.12642083493169,-0.26752408927733,-0.142744929766028
"CHD8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49027171262072,-0.921563930114679,-1.51546083318311,-1.48423238717458,-1.32866336936648,-1.11564831575646,-1.30446127834208,-1.1488886151837,-1.25118108312063,-1.25898446551315,-0.823226806410799,2.13418755636362,-0.889333135776248,3.03800814435246
"KRT17",-0.824930949139738,-0.525084629757657,-0.587016385178444,2.52220076103213,-0.722749785671922,-0.349760184041849,-0.526033413918025,-0.654650149408702,-0.478790474294922,-0.587260904561415,-0.549429518876443,-0.698667729195279,-0.523591716100194,0.624635142618892,-0.467457614909261,-1.18398499132097,-1.1218915583964,-1.65739906393611,-1.07027665179567,0.598357281581816,-1.10236812866126,-0.67142492886703,-0.148635962969532,-0.626072815434377,-0.868593031678973,-1.0420141430187,-0.452138561018504
"PSMD5",-0.207775440408369,-0.0813153213763753,0.4262390156632,0.187702491064348,-0.0967254013215308,0.130591761593369,0.211261633794463,-0.120474345966177,0.399778975262755,-0.149393886408065,0.0763023298505976,-0.100102689200763,0.0471576700517833,-0.208906869426137,-0.288419986246105,0.00994906807513729,0.0444858052251575,0.130959741857481,0.228482767120081,-0.341325105708894,0.309440637207189,-0.218036733815795,-0.274997694540225,-0.641545404882342,-0.333957463997397,-0.276654396013756,0.354163803329431
"CCDC168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KRT82",-1.5153978594715,-0.95106238891843,-1.30429517104893,-1.26726138768099,-1.45589899414758,-1.19571595875167,-0.447436189496468,3.86680381961636,3.09370896526073,-1.01136067698313,-0.834446950081737,-1.48077671994045,-1.16333831777097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LYPLA2",0.153842618063344,-0.0732321499412052,-0.220013779173186,0.247336617449957,-0.20075906506134,0.268048255020111,-0.358402473863888,-0.0892035671511344,0.0688278641419462,-0.160102551064261,0.252685615294626,-0.088092850843994,0.197253364209224,0.112009115484845,0.0961967900597074,0.30193168944308,0.00391029864082171,0.267264145764415,0.314043593577846,-0.014306498202636,0.20016660536962,0.0708451745821783,-0.38864903193538,-0.160470432276979,-0.535119483021639,-0.0786330544485949,-0.361918022811647
"CALD1",0.653538601255198,-0.740842815545779,-0.746345802373817,0.468030269015081,0.0421877039083727,0.813611088802443,-0.716719039173928,-0.192881872584941,-0.363841696146403,0.0577118731803559,0.410481750062446,-0.144138628351339,-0.276218727450219,-0.163939982984477,0.100587304578253,0.315593123951283,0.0332200349686858,0.0055561610995003,0.087759802172787,-0.166605614396712,-0.0427216072806278,-0.50530891077781,-0.836977546140282,-0.723786375403773,-0.58738123948473,-0.421703251738457,-0.58898722596712
"CNTN3",0.124185777669796,-0.123884211684985,-0.0783680199651968,0.164903289434388,0.0940374256499057,-0.0532896127912386,0.517741686003003,0.0377329657355361,-0.0700162457660358,-0.00597881850881521,-0.0015422324796619,0.257446796517879,-0.0104623642263793,-0.0177604459619136,-0.309509256861964,-0.086078192883809,-0.148951351966449,0.0362054578178341,0.00866839867147462,0.040391645127464,-0.358046503764904,0.188627038590665,-0.286994188982781,0.135926133252898,0.503009045721415,0.144725664424712,-0.0171806604171776
"TOM1L2",0.189241252492256,-0.191234341510253,-0.165277907798909,0.198511867759191,-0.0119933596770023,0.214987741104465,-0.716060104358386,-0.141737238878235,-0.169313347200285,0.0545827928914111,0.292861335576958,-0.129474995077096,0.269172588549061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIRPB2",0.0922327139547487,0.130278861018269,0.0755112006190792,-0.0622734810747616,-0.107190767389102,0.146096769794529,0.522177727279004,-0.00724419189948122,0.0823466749191137,-0.266792307461667,0.0318857598727691,-0.110778658873958,0.147415548799485,-0.170631613924938,0.248556209306379,0.141489542592105,-0.360688449739689,-0.221523894578533,-0.0913330393832368,-0.243129540249017,-0.0967651977446273,-0.188600340378333,0.21664009885143,0.0752570147632152,0.087363073498258,0.0709592925043605,0.579432483387347
"CRP",0.447671250890822,-0.467746535269712,-0.835548608798579,-0.216745042295601,-0.236370784261788,-0.240582295137734,-1.48722852766183,-1.72350985014908,-1.26847467107373,-0.91228674657942,-0.650512253370145,0.135481611756662,0.517253334521603,0.601234593047501,0.0560698609333121,0.790296798042188,0.607864106471498,-0.396696062014369,0.744231081198148,0.862687976809204,0.819219786709122,0.536049148559513,0.575730368058932,-0.500009425251075,-0.727287655551473,-0.747325204435624,-0.551306620516695
"MUCL1",-0.184003771983194,-0.0947433927600692,-0.29915756683895,-0.136156734033708,-0.351587103470513,-0.156152856026327,-0.137743159565595,0.153085009648937,0.533382289894176,0.685758904417852,-0.297393242684101,-0.505157604312945,0.213783571185941,-0.377802023028346,-0.181261292790841,-0.711896075193355,-0.667854458534583,-0.950860406821228,-0.614006297910867,1.78655678205241,-0.689845688573046,0.36821480692463,0.730913306068837,0.168009741577443,0.0298138531580037,0.572832966078627,0.268645385694553
"MAMDC2",-0.37749973508557,0.0652828150862099,-0.376708492311309,-0.547061724079562,-0.200314547955997,-0.235218655779625,-0.151831027389964,0.608510494011199,0.242595972687978,0.408999733526546,0.430842720974078,0.195255204407399,0.48158034500406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0981023075812626,-0.0688258961241974,0.0205484117831105,-0.302734465602592,0.232679022676713,-0.198428763988332,0.067089561702117,-0.0388837898555217,-0.00947079141475982,-0.710696427350454,0.125947276500531,1.17298564223693,0.0207940313604986,0.756087655586249
"NID1",0.147777936156017,0.0955215747108271,-0.217135199569002,0.0811525766431664,-0.0966821625142638,0.0528665780059372,0.038632316580669,0.0286516953842231,-0.0706826982062001,-0.0637020445181271,0.153086837804999,-0.0925320200596653,0.189795036785402,0.0218176554766067,-0.0202749988721891,-0.0620160152339011,0.0525081106644834,0.0151816200520756,-0.00483982814808215,0.182259383813603,0.307396503051912,0.00080589373633444,-0.11538947785013,-0.0286352987549989,0.0529756417486666,-0.0310053654010609,0.14705894922238
"RBBP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0677917090923916,0.0752467842117568,-0.0169435004035474,0.127173536252069,0.0831712314134148,0.28077271360854,-0.105583019838569,0.0975017941761145,0.139574048934431,-0.246771249915843,0.160565637439905,0.17672750138833,0.438030306033957,0.05334251874622
"TELO2",0.121310711163607,0.309322068585001,0.238615812991448,0.289902471915372,0.255585737035024,0.407528448896259,0.399450158667516,0.284378593048121,0.0456469011485829,0.256730451365279,0.304063690199183,0.294643194102729,0.317797101613413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGDCC4",0.0854518810833245,-0.127683694248752,0.0682963450176466,-0.045099011665414,-0.203123660353909,0.0346232287100827,0.365913290931292,0.734442145760244,0.571054963414799,-0.149828711791617,-0.00844970578009008,-0.05888375841403,-0.130024218445987,0.06888996241047,-0.0487096474667101,-0.447916781615188,0.105375421441899,-0.364840454107632,-0.0490093975724299,-0.0635974892150237,-0.00303779515709124,-0.182800880329935,-0.0835660072841282,0.153558698633415,0.65592795179704,0.749987863698081,0.930770665274778
