"","COVIDX1","COVIDX2","COVIDX3","COVIDX4","COVIDX5","COVIDX6","HC2","HC3","HC4","COVIDX17","COVIDX18","COVIDX19","COVIDX20","COVIDX7","COVIDX8","COVIDX9","COVIDX10","COVIDX11","COVIDX12","COVIDX13","COVIDX14","COVIDX15","COVIDX16","HC5","HC6","HC7","HC9"
"PRCP",-0.489584226630091,0.225849073390427,0.44194516893147,0.41414091444218,-0.118326832083874,-0.125571427226006,0.361923628328352,-0.260836156423107,0.0250095915148218,0.272816812384047,-0.0201854123542899,0.334670869738349,0.0885918547881204,-0.076950112867241,0.0855202636960488,-0.0634998667416298,-0.290107662582365,0.277247941267728,-0.210924037773466,-0.105894051523112,-0.127048081874939,0.0286949655684161,-0.312795852349103,0.0153749118143871,0.103698422838722,-0.156440185589339,-0.0849481363155249
"IGHV2-5",-0.398066297198028,-0.140617424397391,0.149472389828672,-0.296057497114193,0.216733041242143,-0.26908946539118,0.0259632082272905,0.414221339388888,0.197382851581056,-0.123778375985694,-0.569208823698383,-0.518284379028316,0.426554882314367,0.399140148947286,-0.159135247742871,0.302878050152735,-0.538890511212017,0.690955532383843,-0.756719870877777,-0.368077298852196,0.204837963545181,-0.000429972821034852,-0.288656924533672,0.11829862715684,-0.0902608642423104,-0.0239469045432088,0.272711608933779
"TXNDC5",0.392448766612167,-0.150372472722697,-0.298168791838059,0.0796469171879615,0.218885602417537,0.267098572309242,0.0104383885339203,-0.1014706116121,0.216619620554999,0.10803309730446,-0.0419125547028782,-0.128890273640344,-0.109556261667604,0.0658782304563443,0.0181356096244505,0.367739423876829,0.0749623634371011,0.116000736558177,0.156171750539893,0.150652676335452,0.0509513036435516,-0.0461937275324367,-0.0645377713484274,0.0513266430023833,0.00386334052960091,0.0120913714259192,0.0604242108614041
"TXNDC15",0.10696111036162,-0.0796541598134208,0.603131985883739,-0.148149096878127,0.206469011517277,-0.161728479653104,-0.392401731653918,0.324729758073781,-0.709283879060762,0.0916118920313771,-0.106439060231803,0.22612597569411,0.33726064930951,-0.0614061792179204,-0.028781048875131,0.331779677784922,0.0958887223803568,0.0219925584619425,0.0242778183501215,0.0369262267412358,0.109629615361109,0.106136040333581,-0.0107891120371493,0.0843090165699376,-0.0195145144340678,-0.0908696528308495,0.245502801167424
"ANXA7",0.00699540852313341,-0.0765615319206674,-0.102909426640704,0.693254065677188,0.0078224250496719,0.228780631753701,-0.500623567027507,-0.130296387247693,-0.101855389812142,0.141231512273791,0.382979204963108,0.0588892437151536,0.136650443819496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAMD9L",-0.908397098056808,-0.750446143386373,-1.15023920882458,-0.989719783145574,-0.937833551873285,-0.953929435942096,1.91162040441687,-0.999226285564653,1.50726470375316,-0.782326350109482,0.457950035024031,-0.758588498462331,-0.871163789138004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1",0.534043441072575,-0.252915021536367,0.291277854786509,0.510299474866183,0.235318679638086,0.336762848434389,-0.678598126975454,-0.0267328161910942,-0.555934414737069,0.152913994299168,0.168201683327467,-0.091720678775177,-0.323746079336786,0.112564928910943,0.123210028782388,0.326811947409686,0.00118080226510475,0.40392647437757,-0.246320325931043,0.029921076837697,-0.19565687420577,-0.121303922719361,-0.314646671610844,-0.123071133847419,0.095527401713186,0.0167128631736109,-0.0678777531668535
"SYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135699024761529,0.723573738040201,-0.0893271708449568,-0.19780209807551,-0.28403832349338,-0.234949770436948,-0.083775215868318,-0.171472031462617,0.0362499755322858,0.383156997287205,0.537838693887981,-0.163320515508037,0.201172463650863,0.246464733510798
"CLC",-0.103776230984055,-0.155627592375023,1.93195557222188,0.240923210249999,-0.70728545985403,0.166338545380261,-0.645636456955778,0.0289556802733202,-0.29017451692595,-0.0742545138300486,-0.184946838572322,-0.377276701146002,-0.0462255297075078,-0.419419520091537,0.338048969760706,0.275872977741162,-0.60100797736119,0.392806226073624,-0.643118431422582,-0.409235822135109,-0.698802366223603,-0.306335756558457,-0.312221089620929,-0.431901297029549,-0.721115904562886,0.157468546841436,-0.323567257388824
"PTPRS",0.267004873882202,0.0369029868372905,-0.266614370292217,-0.141448643731668,-0.191660949104125,-0.100476868491874,0.37837532587573,0.46140444349842,0.184140883537454,0.179365364788016,-0.00901498800667522,-0.099443010449237,-0.0939568902546633,-0.0592046738730607,-0.388585246431417,-0.234115365831936,-0.0704813166619083,-0.401737181503792,0.0669276041383604,-0.187745483116025,-0.177525441779345,-0.135388630804997,-0.170288696891737,-0.0272651157025674,0.251313834834745,0.384683845526419,0.750187898651703
"CD46",0.610776152549255,-0.0510696650705924,-0.304699899449169,0.371778127307284,0.194239958508146,0.0526697605954256,-0.31694795354311,0.045165496820978,-0.0180071626115232,0.287394357020407,-0.305328027683777,0.0971484875457094,-0.206810252195615,-0.0277389884077941,0.320659143249152,0.038352375062825,0.0312211645999305,-0.164733948812106,-0.188241182146459,-0.0495152011895854,-0.0369351828986666,0.0699064604508308,0.230374311824793,0.351690148612661,0.0778892750501505,0.208044908481142,0.409091676350094
"CCL18",0.478839534712383,-0.0147734101345307,0.140702777990715,-0.325851591880149,0.0478171729413548,0.485170448273874,0.994302142797427,-0.983420437646657,-0.426679422970418,0.35885990008779,-0.51224477947273,0.0598912336628104,-0.183483607920081,-0.241069273238608,-0.567256780164545,0.78650831838306,0.0265277090216642,-0.0258887802972083,-0.202314916002759,-0.139304519974388,0.413048584977037,0.566621466700848,-1.04444178024685,-0.336886496818732,0.549715494698727,0.000101237745933958,-0.74767422481229
"IGHV3-49",-0.12145991665476,0.177183608347046,2.06565224022136,-0.264817701465066,-0.4423074211018,-0.152572331337088,-0.625295291279149,0.185738505830483,-0.810279285999468,0.964666332677415,-0.666192605937219,-0.587281538418397,-0.499211156102815,0.175249770263481,0.0663997235871729,0.0691456956530079,-0.18109276922563,0.109830884307328,-0.941612007495589,-0.389989709849365,-0.132908951160214,-0.131765633453355,0.335392130589293,-0.0618342065812278,-0.049966778693264,0.107083202414787,-0.13266594957954
"TXNL1",0.224717476166409,-0.161846416297877,0.0434113811086512,0.288657126595378,-0.146836531606779,0.195313946790205,-0.191958603608811,-0.264611055343472,-0.0997539365840172,0.202777526436847,0.269787300582096,-0.111597164605584,-0.218545489380842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAFAH1B1",0.111395839692644,-0.213431961771041,0.296762438692292,0.599010036106336,0.227481674955095,0.296237650949461,-0.680024458573174,0.0328969897849074,-0.121844639068082,0.068574379083703,0.234240805372901,-0.213775573823391,-0.0157452081652378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PEBP1",0.442745850549159,-0.237817135499188,0.0458434843121509,0.402658078491433,0.260399595096859,0.37185390959147,-0.496076017982033,-0.251954552221815,0.0131687855147398,0.0954010773231522,-0.0777757514071746,-0.222066436192657,-0.214906119673982,-0.14903929640206,0.00554447049088758,0.231778087588465,0.0122302762581068,0.0895292243901125,0.00645578739463204,-0.129305283593167,0.10578945105643,-0.279613742119119,0.111311020464846,-0.538722879562246,-0.127012663314195,-0.144771832633209,-0.283225640121765
"MYL1",0.964665590550633,-0.315646070309118,-0.481060509458635,-0.00385471926912295,-1.03174449033569,-0.0212075972494636,-0.503305604254589,-1.06295556512481,-0.882917252963914,-0.787601368201226,-0.624460481278907,-0.790325698848978,-0.289033200582523,-0.174646049999296,-0.0772004011781675,0.3157962697621,1.95804241793314,-0.235669866799022,0.525432693468957,-0.288495777225005,0.219961898645298,-0.112938697647817,-0.468884668232313,-0.505175387614219,-0.429071538268794,-0.463129377061321,-0.382268792442993
"PDIA6",0.396236781920043,-0.350338511698805,-0.374430780475016,0.283952451896628,-0.0608958207855812,0.103314195310763,-0.357971633715866,-0.196049777121182,-0.0636915189839282,-0.0619229621066388,0.209396513141166,-0.26311513055721,0.035435665975454,-0.0506381959412643,-0.0109693539989095,0.222640046581644,0.0286816978162534,0.247400571490559,0.245851031140345,-0.117181420250299,0.084494883164874,-0.24770195051577,-0.241012918835908,-0.176852239621468,-0.0804545290136076,-0.0475362632501497,-0.35451024661193
"DDB1",-0.0592290746178445,-0.0712155836862944,0.515918844175967,0.576400846046946,-0.0700555829640424,-0.0102850512373154,-0.357369647132201,-0.250145731965898,-0.0383601992664193,0.0953361845506002,0.101708094146145,-0.00630523694402285,0.00401945162477624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDK2",-0.0824435684393201,-0.0352881853593479,-0.18747769524758,-0.301000705262334,-0.0403481773962611,-0.0859790693248019,0.424496688839512,0.171669296247816,0.537580941452972,0.0198750810404302,-0.0732322272337464,0.127664258352508,-0.0900922977524283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPP1R9B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0408671089997021,-0.131711388488021,0.395247796357578,-0.0639889504603985,-0.114044612506127,0.0960975333582379,0.184439257365097,0.111552032455513,0.302430259327367,0.0632459039070206,-0.644416839171344,-0.526959318479947,-0.223070272319463,-0.658902319908352
"CAPN1",0.139919614944845,-0.00116529553643563,0.21765072213611,0.2949985772784,-0.137454181248411,0.39926433829701,-0.359191074603416,-0.236860370789378,-0.272586518858229,-0.0126169680382846,0.0799884709714425,-0.0377100755154993,0.142437093842008,-0.0547743448260647,-0.129637375856948,0.0291334767887284,0.0920086694928237,0.349242421177067,0.124080379294258,-0.172730232932198,0.137713249721068,-0.049795680927275,0.143859643212977,-0.272613354070926,-0.287703659611251,-0.148169471815573,-0.506740324342889
"HEPH",-0.341179991351991,-0.207422490102033,-0.517268189390876,-0.315394845335927,0.0625994557089209,-0.0413959802086863,0.769847056331795,0.315697071420814,0.919035080266509,-0.0778798672095213,0.260369934177874,-0.148402567704437,-0.129753554075423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERPINA7",-0.100442893893776,0.437612259760214,0.128223950492957,0.037680985585876,0.455973879190497,-0.189650031047455,-0.143533945739456,0.282791732043224,-0.122399374695064,0.480137342641848,-0.281900180275263,0.318727927715976,0.0651373773468862,0.0326222749872276,-0.0373058146203737,0.0631938918094548,0.2468088775762,-0.0818188173502126,-0.223632805094358,0.106889061919009,0.173742692294395,0.265281725641324,0.0480846504212789,-0.0152538784186671,0.277529480787456,0.162665444249343,0.434757613266449
"FKBP3",-0.198116192908484,-0.465507832962942,-0.530996505623897,-0.236601292750034,-0.118187596049785,0.152509226905193,0.343684336068204,0.121735652962965,1.18845536959732,-0.26075516228309,0.110435266625861,-0.372818988924024,-0.27584993351792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMBT1",0.270445429296258,-0.238662246234902,0.209569997050718,-0.287163101072235,1.82865637632326,-0.173663864105307,0.469017817773604,-0.967405167698399,-0.0653727196718297,0.140934818017044,0.205698196188629,-0.0756946480248146,0.0515862056043179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRP1",-0.0371233416419638,0.0891110192235764,-0.0627221777615397,0.0150137606853846,-0.260975187186268,0.0115947828575349,0.134983668040837,0.460069735753976,-0.0118352913374711,0.253093123768101,-0.0917364003647192,-0.0608666905883037,0.198430664155651,0.0821392222542059,-0.074086534531066,-0.117500635859406,-0.0794126860832058,0.222775922329998,0.0808769891609273,-0.150962818872536,-0.0106122889486002,0.310274074251502,-0.0342801073540659,-0.00564960043775109,0.0496392923212596,0.196653446461543,0.285119013468776
"ANGPTL3",0.584359915533247,0.289521679291532,-0.0599832292590357,-0.244343520427336,0.100774901677409,-0.107234017686905,0.209240204019926,0.4267056665703,-0.592698645616007,-0.0632693315737889,-0.171686633445776,-0.128991392518074,0.152625601255119,-0.0111625019017048,-0.21571009219619,-0.0549039915184721,0.0452554380950012,-0.0876688351426722,0.29763221205285,0.0235699728980237,0.595613018262185,0.0515292708441315,-0.183635642640029,0.0245626966125982,-0.035818912535138,0.0512813176044951,-0.074327529731768
"CD58",0.0820522516472213,-0.118573491734487,-0.0169556528097665,-0.272231542972253,0.116382009953203,-0.178795918085291,-0.389462327563706,0.670849435536578,-0.169724138892397,0.169727072711694,-0.125277781785484,0.00893199088111984,-0.017019779915616,0.255352803772464,-0.56433432591616,-0.103006466595211,0.207063648728504,-0.273849243949329,-0.27531697122237,-0.203240920028364,-0.126862307060822,-0.214240184060607,-0.478294794946244,0.423201600249858,-0.43954878123893,0.88728029436232,0.0178874914750864
"ETV1",-0.300583217305729,0.0158724901612093,-0.443670900841884,-0.331501123133464,-0.230617817000053,-0.330976850938899,0.959930101818477,0.308335474123133,0.413257332459487,0.0078917557033904,-0.181471705960111,-0.101026118216121,-0.110163518908433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SFTPB",0.665460131793735,0.275974128310811,0.192058549036203,-0.317766742490431,-0.432534839662504,0.288412773124866,-1.17059359990958,-1.00699703523584,-1.17437080847896,0.469127605872005,0.20613929097894,0.0519183973027495,0.511513164917117,-0.391829326054854,-0.0839446475152741,0.0759947339781419,0.899952979235955,0.333285188211445,-0.887231096047806,0.0686855744382378,0.480608495969001,0.360770261757931,0.46615979262679,-0.68689342171122,-0.910939812970991,-0.79383478235482,-0.895199590102109
"HRNR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396411920522707,0.924769177061693,-0.211223220045172,-0.0475525469266209,-0.306224928929,0.0731423977348005,0.234236855872842,-0.0730798043329148,0.373476304715021,1.10716364247407,0.727811672046508,-0.0748795585229836,0.029157423212343,0.344707501253875
"QPCT",0.123718116144508,0.0558639991705778,-0.0128505498401061,0.0186578974021785,-0.184363011780909,-0.190585132312514,0.573918571457916,0.536089873133506,-0.343735371600348,0.19620490613514,-0.212141278093768,0.304992153251035,-0.0381575060344836,0.166887978183706,-0.111984258168587,0.0673374560062214,0.163337860890312,-0.158567430290397,0.283900488812847,0.116579256560406,0.0991094554375351,0.303393448016521,-0.315738707802652,0.106918664031019,0.745906972939817,0.510910701330801,0.590641962335759
"CA3",0.892758423117899,-0.10907818024145,0.169574669219791,0.0162431439063546,-0.0271257787698245,-0.258462578809318,-0.427901696051965,-0.284728335960818,-0.144656014145921,-0.0824664929246985,-0.235013074216115,-0.186328990698073,-0.265643360766139,-0.214115849300111,-0.497340500333916,0.773433240335116,0.726071283007713,-0.210135076208768,-0.0960495547752735,-0.366466261140978,-0.218273414149923,0.049848097950008,-0.367870308648294,-0.312428168799688,-0.243376654336576,-0.262766365151879,-0.231645791404972
"KLC4",0.17437548314636,0.760870703743032,0.229199871561786,0.22473515811512,0.0816835659004775,0.0542475396791895,-2.35891583449575,0.863553265324791,-1.648721888441,-0.0849437582210228,-1.10619535962885,0.520756771955233,-0.0909509710067358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYRIB",-0.143218822910891,-0.04251998895095,0.367037063815239,-0.0401758893291166,-0.155770139398867,0.0684253666761636,-0.869898971955909,-0.377056820195946,-0.649034736096736,-0.177056675150677,-0.0324534944740398,-0.118815897218596,0.123992334429106,0.179742195450347,0.0397651290660228,0.251940276747892,0.10776242567534,0.494500624080452,0.05871555448498,0.357340904411624,0.235534836985803,-0.235532981727026,0.0140253016397232,-0.703224162528981,-0.324001043490842,-0.168587560953544,-0.0949773855533653
"DSP",-0.518600720114522,-0.174139894673832,-0.0258904004916882,1.94978727966102,-0.470751604857678,-0.0945937091582509,-0.339880259939797,-0.0391612031058592,-0.191273668000827,-0.739154113069574,-0.530674568662834,-0.582622789257858,-0.439826599749216,1.48136361185366,-0.247660528142366,-0.85434997221113,-0.585113029763852,-1.023941212902,-0.595235447509827,0.690856358428224,-0.900732558577417,0.578917915070937,0.64683503770201,-0.358646498907536,-0.361854953605274,-0.20138046789684,-0.304596999887387
"CNDP1",0.0804128055981632,0.0551122019611014,0.325769495052214,-0.042443794311092,0.0608118331241991,0.147463730418242,0.370567858816592,0.251939239532661,0.0284635576864698,-0.0988919889982149,0.402628319422456,0.454453486651879,-0.287477089816411,-0.365902570761621,-0.372353940375532,-0.312626009335581,-0.0675667673785281,-0.13370292838852,-0.364881865615809,0.237105351343569,-0.252147519790503,-0.165482060767317,-0.328359212712186,0.222190609171078,0.409086531184846,0.00453562866334423,0.184308959669808
"RPL23A",-0.270819966962412,-0.0219507688023413,-0.426611788647492,-0.447697531511078,-0.237244896366689,0.0266921811821605,0.33753291150515,0.172510902336427,1.38665301301071,-0.192428030997799,-0.103286767142413,-0.137606682474942,-0.20872141884565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THBS1",0.98066093966932,0.0154905962575071,-0.750064372572361,0.159899291551401,-0.0216327875484348,-0.148862676856904,0.110757353952277,-0.0498444630607722,0.0108336474084947,0.170856504374893,0.201030838502455,-0.117395422919401,-0.415808016858778,-0.140861534857205,-0.213589947834365,0.521840831295037,-0.187853962596677,-0.0871104383461194,-0.496119890838386,-0.16644414534079,-0.224247103141582,-0.267231164259663,-0.602258279081006,-0.241236132404588,0.665105225257459,0.000661931500232527,-0.214470667221082
"ATP6V1A",-0.3391388030574,-0.102255945113065,0.669935761491821,1.39679627110366,-0.195436241471945,-0.158063931763706,-0.970067680341172,-0.318593973859379,-0.758794802417462,0.185939028062855,-0.0950505172194687,-0.183502594170019,0.051922010311733,-0.144068046524612,0.167122143355305,-0.135836168588455,-0.147336385447769,0.43679215948973,-0.0172173121516757,-0.0404938255269691,0.187404736382085,-0.224274661077882,-0.0461400352873582,-0.247995482773341,-0.089855464526801,0.0698305240617536,-0.345899825267278
"JUP",-0.253280752591536,0.0723711762434966,-0.0558342721415528,0.357978825746208,-0.130670733396953,-0.0331852646745885,-0.156373482011428,0.0560097393961669,0.0322178965703586,-0.0818930197996579,0.121515591363232,-0.0520001097189109,0.155545612708677,0.292329390722834,0.357799675134927,-0.0923580217129132,-0.111236035299077,-0.112178195050545,-0.0121345377354771,0.259045157607543,0.126263244941923,0.37877438405426,0.455214686085193,0.0999856375626686,-0.0350521266355557,0.0702400048310867,0.145969944655187
"PCDH1",0.0180904843410064,0.118133742000857,0.0587439810439152,-0.133715389238123,0.222714738240491,0.0123307228222966,0.325359637137542,-0.104499396253138,0.0115495223196236,-0.11288096308742,0.208510419411889,0.110166008692144,0.0769662688622823,-0.082094804565787,-0.0820516479432527,-0.0244940143996946,0.256793166269818,0.2585584004054,0.162331326711817,0.164847041207727,-0.0101170944324842,-0.00623197030768452,0.161131600516877,-0.174075560531028,-0.0906897200459298,-0.177564943577689,-0.0375952475367765
"FSTL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183246951187002,0.18812662130328,0.0272459291399585,0.278687508194636,-0.167732512043763,-0.03768995994675,-0.0491042314678012,0.161894985134541,-0.061807803560864,-0.0645702765139973,0.223651921883366,-0.224783971447664,-0.111187369459849,-0.150070875992572
"PKHD1L1",-0.368375992733143,-0.264104790066607,0.00244538747397449,-0.492812542311443,-0.042628696090957,-0.312847816975878,0.992289025349487,0.718877705292547,0.278546100520932,0.160390357725621,-0.0887836000154509,-0.0853131843011745,-0.164993566531761,-0.0207662579808101,0.195420772559785,-0.398671562776062,-0.00502211085916571,-0.154167006204911,-0.406765318478445,-0.053492494165976,-0.420878589618408,0.273387471526735,-0.0861807101755936,0.816805786904304,0.402080518493548,0.357823570189691,0.567344550714674
"LAMB2",-0.160920144582653,0.226203708351971,-0.204871397886354,-0.170854754080674,0.142798070568419,-0.156549792608382,-0.157566655633083,-0.0553899664046824,-0.261801010821948,0.0549185008641757,0.0567645507395023,0.334590757579766,0.422333296223622,0.146853120899181,0.198251477421554,-0.0526865460192347,0.019006097009882,0.0240185886547231,0.125943754492798,0.156124324017505,0.505136065551955,0.123513951433292,0.227349752232469,-0.148152885006606,-0.245828953511602,-0.0486174580757179,-0.0881324023998644
"PPIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0480136345464821,-0.263024434581933,0.168594861127971,0.0828067064626516,-0.200544859658834,-0.312656997926663,0.297634859149355,0.262122007027013,-0.0829574048399344,-0.241623683454012,0.117771049005281,0.793920216937028,0.115486434757855,0.379212520313036
"THOP1",0.0208451047750593,0.26256334786156,0.17542438974372,0.0592850908170846,0.0328899558201412,0.403837924335774,-0.337381891372237,-0.150507376331467,-0.202126757089844,0.0893881648643671,-0.126001187606946,0.231597120034866,-0.00706208547232023,0.464680604887686,-0.242256979467928,0.468752275460155,0.565903990434645,0.165068183419308,0.0817569366609376,0.560111811593099,0.0872025133263286,0.403828167728037,0.1393509440333,0.281025193048592,-0.306534599323907,-0.0111841058781188,-0.621869661383229
"JAM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103654209391333,0.5060708330574,-0.213810934686173,-0.0503574909641316,-0.32460728488898,-0.382534415786015,0.0232641220596648,-0.0695013296849396,0.0238360903364878,0.464174186344337,0.469136570901412,0.0686717379189936,0.165177906139075,0.375904744396827
"PSMA3",0.00309563082825015,-0.192602771299036,0.344017317769188,0.0183792176195308,-0.445638149167936,0.525698383932857,-0.306020237301638,-0.7409599347942,-0.390553448746102,-0.18476335577801,0.0165005645288732,0.157928178705623,0.242894500036954,-0.191043419776209,0.124256368167421,-0.336216772674847,-0.102523903656898,0.646816162801844,0.671100502669532,-0.121285974167476,-0.134852243138686,-0.291807453762937,0.544725406185266,-0.126327551336544,-0.607586650301775,-0.727434696739028,-0.525011579075377
"UMOD",-0.617198180620088,0.0655549143922869,-0.0524534919121855,-0.162989473900868,-0.0248599347845539,-0.0635980381998946,-0.295490034301476,0.393500214709491,0.130444904415532,-0.212930622972976,0.049162620779005,0.381816601862859,-0.0382460752970086,-0.0350290228841246,-0.168631020333919,-0.538734059657788,0.199965478941447,0.0141370854346796,0.316649469595085,0.3245549860493,-0.644771924129472,-0.0739060693821081,-0.0754993433401268,0.301201664472558,0.0944134701293002,0.399481224658022,0.742266054087654
"RPL10A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140201948850533,-0.494856205217546,0.0802778973352964,0.221159440927394,0.704103417051314,-0.0544623762595897,0.281257839422135,0.377399648158772,-0.524535951948133,0.52083337084926,-0.650245518120741,-0.552064337029105,-0.153927784512209,-0.668225825311204
"CENPF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.262539455048941,-0.0230192900827006,0.190610010451632,0.167941800327444,-0.508479975466113,-0.126581725888155,0.487604417284874,0.162305430412527,-0.065168040228567,0.195362615459196,-0.305755150013233,-0.212715993582794,-0.0814604392428748,-0.231939212504098
"TPM1",0.905359615448091,-1.02570890357541,-0.458409821150326,0.403819978980042,0.136412431259234,0.716929094689852,-0.630792786726959,-0.0712765661593906,-0.179705330791185,-0.47121758178784,0.63599253756933,-0.43445773385589,-0.579841015624982,-0.123098823900376,0.187044340702982,0.358667059288493,0.191849163687575,0.101978098961617,0.0199988806946916,-0.213766277251928,0.0285888460485815,-0.374280713789314,-0.466414766380582,-0.359032786539037,-0.169771027852269,-0.0579286616699815,-0.234820030795442
"MACROH2A1",-0.259482284918384,0.113902867459336,1.0239114754352,0.36844028377253,0.0377768140964987,0.0895639271035682,-0.50287379765825,-0.406099698109951,-0.625227402278185,-0.64784238788163,-0.274357332290404,1.03787547400165,0.0638154409191465,0.103048667093754,0.0204144187564932,0.268646685557353,0.142511257770181,1.42026311689376,0.407222579728433,0.0188303139908541,0.22475463835309,-0.0221280215191904,0.951707528659661,-1.2526783669338,-0.668866461676087,-0.379382012709129,-0.387377170087975
"WDR1",0.0896199710145638,-0.0580507654224673,0.292563271576966,0.277852512951105,-0.0985003764287571,0.0426768371908208,-0.302304450789724,-0.17339698974075,0.00941268198842682,0.270577833505614,-0.0610791197029688,-0.175590039630869,-0.0954147257162905,-0.170113918331996,-0.115963651619747,0.109800219888033,-0.332871409480305,0.702845004964249,0.183939855160396,-0.23934246157371,0.0859096614464683,-0.21857751356945,-0.223190022386929,-0.214031464717156,0.0974100918137104,0.187204897822795,-0.436134972846133
"VCP",-0.30348844677747,-0.0925217367308182,0.503191060574704,0.690156870814675,-0.212941748582291,0.0288448324633359,0.07167767354467,0.0319170153340895,-0.0241663568629438,0.109940731067695,0.04023680103536,-0.0744173689784162,-0.0277010560364293,-0.370938948177066,-0.109548216781693,-0.0257099053520591,-0.187656218050909,0.456001677614035,-0.143950561117379,-0.238880984526496,0.179790280611556,-0.352698396490608,-0.382159818539447,-0.343088379647451,0.0751615276154851,0.102174052007987,-0.0966648957048495
"UBE2N",0.0267399487919739,-0.172308767705543,-0.136986042915504,-0.0962546060675891,-0.196928406507021,0.172593439583996,-0.293336272504265,-0.057064985896778,0.45786650225176,0.0204966414841312,-0.237755237055761,-0.196415609645817,-0.134843912858329,-0.000422621616166907,-0.0815796324180722,0.343784150760534,0.165587495039381,0.449363507899257,0.323972274024733,0.00268135406636461,0.341440375562486,-0.119253502277338,-0.145499824515937,-0.580865478808945,-0.310744158148539,-0.279849287644787,-0.397426196531876
"APOH",0.260970230620289,0.219746688460233,0.183254972160245,0.0575653084689662,-0.179493822268948,-0.124548274361877,0.395000221898805,0.186942633278246,0.0477252498099627,0.107955396241081,-0.00610395157335741,-1.10104422521713,0.0596212941360559,-0.00795687296699654,-0.133753216854565,0.00114605848588312,-0.128364520847693,-0.095909344687449,-0.176199691334817,-0.201969875920337,-0.186097598505658,0.179429198903602,-0.263872602479514,0.41360726266899,0.381293270038292,0.587924905258777,0.384975731429751
"FAM71C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484456521363938,-0.116496680204726,0.100328523413435,0.339522598533595,-0.668084592921304,0.734329474049972,-0.196698009273526,-0.0708576398636502,0.104267368674453,-1.05663416371969,-1.31471671605884,-0.262127944233661,-0.373781079639205,-0.602905334225696
"ABHD14A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103970381441348,1.01233140060941,-0.250729967195712,-0.0706708769905724,-0.366635180402277,-0.120793388687234,-0.0643327149784962,-0.145677757000373,0.157566796324344,0.890018266213001,0.62061991999407,0.59910860186514,0.0725589887242784,0.871518890197324
"APEH",-0.225515554416143,-0.0192471109265782,1.03706036020962,0.863729927662387,0.04054676423742,0.0582708439874446,-0.37966075954356,-0.313861970285744,-0.286079895184532,-0.194934354386804,-0.292721530963902,0.0223541599656834,-0.273668844891549,0.0935342120626537,-0.0875292141570725,-0.0172082591384228,-0.0870399806625084,0.151645861798048,-0.226438020993655,-0.0702820883508402,0.274611962637636,-0.00560436391047503,0.151430799475136,-0.114264394447265,-0.0870096446387727,-0.0473190767277138,-0.0319975193415729
"GUCY2C",0.0382443309628488,0.285827901962341,0.254709038084906,0.14065587371408,0.16041165566872,-0.124351746003954,0.597042798398801,-0.467393072206146,-0.086584940241762,-0.402918249085952,0.257366477685607,0.255766995449138,-0.101845896775574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PKDCC",-0.108037911908594,-0.0891015679405704,-0.219084534846477,-0.0248445379395328,-0.169380615095,-0.0875801211913787,0.172432243549018,0.309995661116531,0.0618481447476906,0.168158877300836,0.403390758581886,-0.14168940391238,0.0858622214483287,-0.0514477726781983,-0.142456369741975,-0.238513915039277,-0.0742233479500136,-0.183522149418287,0.13040672100265,0.116264713843897,-0.0453298990845425,0.0577942437072458,0.116858699688029,0.304092669179951,0.361201655692692,0.141244085972733,0.454038268077745
