"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"ABHD14A",-0.399649294898477,0.236346668579589,-1.27777145256835,0.223963390544729,0.383564128163277,-5.39845318144651,"ABHD14A"
"ST6GAL1",0.173167393157932,-0.0448152557978874,1.51968854709062,0.141220902937194,0.279359624717767,-5.3985873182836,"ST6GAL1"
"APP",-0.138143620009588,-0.00268172643900277,-1.51863218918881,0.141485678398374,0.279359624717767,-5.40007942133217,"APP"
"ANGPTL6",-0.230009506312519,0.0559960956506513,-1.51644798289308,0.14203443205177,0.280132211330487,-5.40316188870891,"ANGPTL6"
"STX11",-0.23119146506441,0.0204822820685336,-1.27079226855381,0.226358943591271,0.385115328229318,-5.40657063180222,"STX11"
"RNASE3",0.270961812104062,0.0115262219695249,1.27074556933764,0.226375041457106,0.385115328229318,-5.40662483277304,"RNASE3"
"AARS1",-0.268668269218814,0.00488159261243534,-1.51388466263206,0.14268064409025,0.281095089519994,-5.40677470381665,"AARS1"
"CPB1",-0.196810669905799,0.0310134128645229,-1.51173025948669,0.14322561861893,0.281856610091899,-5.40980726942201,"CPB1"
"DNM1L",-0.364250845721726,0.0181851749430364,-1.51094021996923,0.143425889992296,0.281938848946182,-5.41091844365502,"DNM1L"
"CSF1",0.168571871407522,0.00040592641900564,1.50977557628517,0.143721537418268,0.282208184400771,-5.41255561403262,"CSF1"
"OTC",0.356746865928602,-0.0587894949568492,1.503615667284,0.145293501335478,0.28498030747058,-5.42119736478883,"OTC"
"ITLN1",-0.256349268214173,0.205451103246643,-1.25689616768661,0.23118959218108,0.390214691167116,-5.42263147579795,"ITLN1"
"FAM234A",-0.186314657010392,0.136317680944179,-1.50005689293611,0.146208024612482,0.286373145484248,-5.42617662469703,"FAM234A"
"KITLG",-0.323574419133316,0.0492512078765066,-1.49960078874432,0.146325570120956,0.286373145484248,-5.42681407512312,"KITLG"
"PSMC2",0.250144765897546,0.0991611703485185,1.25147008404188,0.233097972542398,0.391498882293028,-5.42886590815635,"PSMC2"
"GALNT1",0.178919903881299,-0.0294088954399847,1.24893952772934,0.233992250079522,0.391498882293028,-5.43176632953816,"GALNT1"
"JAM3",-0.273562774498228,0.0827913531810922,-1.2479757911156,0.234333541703232,0.391498882293028,-5.43286973192485,"JAM3"
"MAN1A1",0.153302535835505,0.0715569366341682,1.4931385302212,0.147999257757997,0.289330417089534,-5.43582841239407,"MAN1A1"
"EVC2",0.225439808273909,0.0813455561644822,1.24456760275551,0.235543664445934,0.393088348076282,-5.43676655023807,"EVC2"
"UGT2B7",-0.164791942978135,0.0983018305916283,-1.24337404253059,0.235968623055532,0.39311502909917,-5.43812927891579,"UGT2B7"
"CP",0.138606681002094,0.0858973217593479,1.4864735124904,0.149741683236324,0.292002136015809,-5.44509166317991,"CP"
"CCT5",0.14919734166727,0.0987993010790126,1.48564611598216,0.149959142424175,0.292002136015809,-5.44623919745559,"CCT5"
"KRT77",-0.659144821630258,-0.176058340057013,-1.48540539414633,0.150022457739432,0.292002136015809,-5.44657295988255,"KRT77"
"NIBAN2",-0.195547220633822,0.0618933798212301,-1.2346355586019,0.23909841873779,0.396787394528477,-5.44807538524679,"NIBAN2"
"FAT4",-0.153430667488809,0.0661504336654365,-1.48425256597907,0.150325977712042,0.292273130436856,-5.44817073919199,"FAT4"
"TIMD4",-0.484822624585083,-0.213826595718902,-1.22978369831523,0.240850281888953,0.399322135582896,-5.45357419171614,"TIMD4"
"BST2",-0.235682223220065,0.0400478870945915,-1.47887162502103,0.151749264635944,0.294396883083255,-5.45561485373001,"BST2"
"TCAP",0.428697161451958,0.135621354072066,1.22489979303388,0.242623924524807,0.40076876669418,-5.45909226387381,"TCAP"
"PCSK9",0.160018784891748,0.0205420104500339,1.47620975442612,0.152457358742607,0.295126921874971,-5.45928900554479,"PCSK9"
"BOD1L1",0.729577346009294,-0.0519847945450111,1.22065085435006,0.244175324912035,0.40219556893534,-5.46387896517739,"BOD1L1"
"MARCO",0.165454567312566,-0.0527952001566917,1.47266925359374,0.153403312753717,0.296635318900938,-5.46416735530774,"MARCO"
"TTLL2",0.300360051500237,0.343564127239565,1.22005905679734,0.244392023619507,0.40219556893534,-5.46454463080725,"TTLL2"
"TPM3",0.272991967547628,-0.0623292169558776,1.47104607497128,0.1538385756522,0.297153991406366,-5.46640061179956,"TPM3"
"APEH",0.26266545835715,-0.00248880336781785,1.46951835599219,0.154249150103104,0.297393782512036,-5.46850064877586,"APEH"
"CAPN2",0.181142573783102,0.0522028803725276,1.46927728679812,0.15431401808557,0.297393782512036,-5.46883186124091,"CAPN2"
"PEBP1",0.190542935037245,-0.0354658611925988,1.46822067335787,0.154598595894513,0.297393782512036,-5.47028303912787,"PEBP1"
"TNNT3",0.415211055316357,0.00449813359526445,1.21455597624297,0.246414333760418,0.40477479202196,-5.47072249560398,"TNNT3"
"DNAJC3",-0.134492228199395,-0.0227041785081267,-1.46757547601341,0.154772574892199,0.297393782512036,-5.47116873894513,"DNAJC3"
"BPNT2",-0.155189908749245,0.0302566673777503,-1.46747915188839,0.15479856245427,0.297393782512036,-5.47130094071475,"BPNT2"
"NTS",-0.199489520941225,-0.0598281339243511,-1.46290482938741,0.156036735932574,0.298948079775502,-5.47757068770811,"NTS"
"ANG",-0.136902506575469,0.0108105437205779,-1.46262871377876,0.156111729123913,0.298948079775502,-5.47794861806279,"ANG"
"PADI4",0.42919563173277,0.00727164357563813,1.20775953315816,0.248930035721577,0.407777655201367,-5.47832205791596,"PADI4"
"CNN2",0.374581419447656,-0.00505318307891803,1.46146217296153,0.156428882711861,0.299179296959378,-5.47954464894801,"CNN2"
"IGKV1-8",-0.727209373550274,-0.268320415203495,-1.20579231515342,0.249661942720159,0.408227242959373,-5.48051547995956,"IGKV1-8"
"EFNA1",0.259232466868549,-0.000715951610855606,1.20236855497539,0.250939773046122,0.409185936066958,-5.48432621218768,"EFNA1"
"COLEC11",-0.259211393290913,0.0084940807882533,-1.45611677524217,0.157888801245901,0.30137787276444,-5.4868444280664,"COLEC11"
"RNASE4",-0.160812002989517,0.0378168816306333,-1.44545504973976,0.16083339256174,0.305997237015911,-5.50133720149732,"RNASE4"
"SERPINA6",-0.164189691978828,0.0920354810807607,-1.44438039328262,0.16113262216041,0.305997237015911,-5.50279304338641,"SERPINA6"
"PACSIN2",0.206777232854705,-0.0356713215735505,1.44213061893245,0.161760498870098,0.306466376453572,-5.50583787196319,"PACSIN2"
"LCN2",0.274019107066326,0.0158550518561501,1.44114801399343,0.162035342752922,0.306660505061114,-5.50716646877736,"LCN2"
"SOD2",0.292768714706798,-0.108503283861814,1.43904641615406,0.162624434867543,0.307448320541295,-5.51000551477235,"SOD2"
"STOM",-0.211978492129607,0.137222850802102,-1.43659844228077,0.163312778689024,0.308302516942213,-5.5133080780026,"STOM"
"CASP3",0.214842005050591,-0.0790226246614098,1.17049457237613,0.263082106051924,0.427028345498515,-5.5193904993554,"CASP3"
"SOD3",-0.302216193193139,-0.0555679535150964,-1.43011422478594,0.165147337085065,0.310896415528391,-5.52203302000279,"SOD3"
"SUGT1",-0.216965993195308,0.0504188894279593,-1.16602342044397,0.264821167078632,0.428677758173691,-5.52424917404276,"SUGT1"
"ACP1",0.246248947028652,0.0128818398473377,1.42247305339855,0.167330315624693,0.314009104953933,-5.53227192408405,"ACP1"
"HEBP2",-0.238733478435527,-0.0631831298138436,-1.15752369327219,0.268151591575126,0.432887188214292,-5.5334445362157,"HEBP2"
"SKAP2",-0.235684925832842,-0.107635735636533,-1.41884009989446,0.168376239799695,0.315630461689371,-5.53712368230217,"SKAP2"
"ACTN4",0.169841007071652,-0.0335525899715194,1.41723299380881,0.168840582577887,0.315843739648855,-5.53926659898061,"ACTN4"
"CDON",-0.289086029426915,0.112863509523166,-1.15162512632886,0.270481692021679,0.435857726545804,-5.53979411864122,"CDON"
"ST3GAL1",-0.11939119834686,0.00691282694773506,-1.4150109669598,0.169484273701436,0.316348957832038,-5.54222606313109,"ST3GAL1"
"CDH17",-0.149604911477913,0.00214834178483942,-1.4148322522672,0.169536129665858,0.316348957832038,-5.54246391799094,"CDH17"
"ITGA11",-0.261628650070765,0.119990899419057,-1.14882460734731,0.271593405443009,0.437206979050877,-5.54279963818747,"ITGA11"
"RNPEP",0.152074291010288,0.0623574650073387,1.41431642707139,0.16968587262745,0.316348957832038,-5.54315029698721,"RNPEP"
"PSAP",-0.148931772942703,0.048110677725929,-1.4131331562373,0.170029771190867,0.316348957832038,-5.5447240061334,"PSAP"
"C8G",-0.11095826080153,0.0853604592257266,-1.41298258467089,0.170073572117289,0.316348957832038,-5.54492418101121,"C8G"
"TPT1",0.275551295814055,-0.0549990321596447,1.41262509408701,0.170177601262091,0.316348957832038,-5.54539936851925,"TPT1"
"MAT1A",0.309744885277739,0.0475305987201786,1.41172553750023,0.17043959455823,0.316505259623268,-5.54659463583739,"MAT1A"
"PLA2G2A",0.43740972848227,0.0954154264909899,1.14362274439155,0.273667668138725,0.438829659143602,-5.54836663768349,"PLA2G2A"
"MYH14",0.209456140156506,-0.0882240950464007,1.14327684260337,0.273806026784372,0.438829659143602,-5.54873609718777,"MYH14"
"OSTM1",-0.215181531779154,0.230890688297298,-1.13769435697746,0.276046397190472,0.442022088750539,-5.55468629656931,"OSTM1"
"ALDOB",0.391064783818998,-0.0898054338238485,1.40174407584105,0.173368230417494,0.32160801033652,-5.55981392141575,"ALDOB"
"CPVL",-0.269032483283616,0.040310303988471,-1.39707944897956,0.174750483923664,0.322570957525792,-5.56596434379209,"CPVL"
"OLFML3",-0.150940574683764,-0.00861577071304697,-1.39657683381333,0.174899941811629,0.322570957525792,-5.56662601306317,"OLFML3"
"CHRDL1",-0.18403240542569,0.0901720656719988,-1.12459932322894,0.281356609524137,0.44650616266141,-5.56855131782636,"CHRDL1"
"ABHD14B",0.20251245232802,-0.0427138007460196,1.39449787749736,0.175519216911167,0.322570957525792,-5.56936070871704,"ABHD14B"
"PM20D1",-0.262060949655446,-0.0129794539930226,-1.39027348810358,0.176782914680609,0.324223510532788,-5.57490685587129,"PM20D1"
"NIF3L1",0.151628284975484,0.0046661372584924,1.38582617056175,0.178121062368827,0.326341266688097,-5.58073018278177,"NIF3L1"
"CRKL",0.241182251081589,-0.0645864345019679,1.38275382440834,0.179050159995718,0.327706002708213,-5.58474382179744,"CRKL"
"PLD1",0.289121322822911,0.229959140391011,1.106647337374,0.288762060640749,0.454852332372409,-5.58734652194023,"PLD1"
"ACOT7",0.159050373451264,0.0344941570500888,1.10566245156158,0.289172562064752,0.454852332372409,-5.58837052150879,"ACOT7"
"CGREF1",-0.136589815442613,0.0243210555820742,-1.09761515712954,0.292543187541012,0.45874363980926,-5.59670941882674,"CGREF1"
"CLIC4",0.164195003739019,0.113442659235142,1.37052609867143,0.182785845695232,0.333253608019583,-5.60064237166953,"CLIC4"
"GGT5",-0.215610327968838,0.167389100029842,-1.37038101725616,0.182830534810069,0.333253608019583,-5.60083028200006,"GGT5"
"CCT3",0.166469522611584,-0.0519661510886391,1.0917964385783,0.294998720596848,0.45874363980926,-5.60270783666095,"CCT3"
"NEXN",0.33827671460626,-0.155222475773074,1.36724726368802,0.183797917157172,0.333990290727895,-5.60488498013018,"NEXN"
"FES",0.25856459817664,0.0272580927077314,1.08435901754238,0.298159831311057,0.462446678206077,-5.61033674179468,"FES"
"HPD",0.509421533286925,-0.156895866351297,1.36187969942147,0.185464211934804,0.336674319420425,-5.61181147347527,"HPD"
"SERPINF1",-0.16252444510497,0.0984395757217174,-1.35985400438537,0.18609613720652,0.337477092854637,-5.6144194272764,"SERPINF1"
"CPA1",0.19914497618727,0.0020662841987675,1.35724697160568,0.186911897427087,0.338611268353145,-5.61777091264299,"CPA1"
"NUCB1",0.169497298646026,-0.0110328546908014,1.35456127859327,0.187755199223981,0.339756450949626,-5.62121774389714,"NUCB1"
"ERP29",-0.481202009580917,0.0333179934684424,-1.07268278668247,0.303173561267097,0.468996317821014,-5.62222672862374,"ERP29"
"HLA-C",0.370926242551711,-0.0802994739714728,1.35105212694062,0.188861552291261,0.34061748615549,-5.62571256371838,"HLA-C"
"SCARA5",-0.132433236666289,0.057071009859008,-1.35018642058809,0.189135272143369,0.34061748615549,-5.62681989233185,"SCARA5"
"LMAN2",-0.151908190406561,0.0739806319793512,-1.34995463717175,0.18920861028648,0.34061748615549,-5.62711626386693,"LMAN2"
"IGLV4-69",0.271377391868529,-0.124324949624082,1.34903478336617,0.18949987877998,0.34061748615549,-5.62829201002985,"IGLV4-69"
"NBL1",-0.334261255508133,0.0190698822033849,-1.34829102258936,0.189735644318872,0.34061748615549,-5.62924217203944,"NBL1"
"C4A",0.255272893198504,-0.0162016987667472,1.34826936832578,0.189742511961827,0.34061748615549,-5.6292698288285,"C4A"
"IGHV3OR16-12",-0.286851180554215,-0.0340568489271295,-1.34695048879239,0.19016116070758,0.341024904131839,-5.63095357889175,"IGHV3OR16-12"
"MYH2",0.357459988614569,0.0943163657428066,1.0602058603153,0.308600193802656,0.47469609541378,-5.63481413697226,"MYH2"
"IL1RN",0.641205650455699,-0.144648150112122,1.05435245934134,0.311170698632322,0.475986821037749,-5.64067716421432,"IL1RN"
"ADAMTS13",-0.111609106010705,0.0314674933881,-1.33883852546749,0.192752014019612,0.345323094603112,-5.6412785166436,"ADAMTS13"
"ARRB1",0.240413751565254,-0.124627272770003,1.05083239487434,0.312724124432637,0.477541817481254,-5.64418999044504,"ARRB1"
"ATP5F1A",-0.267127606684326,-0.452602791473373,-1.33270604915125,0.194728853968892,0.34804284600722,-5.64904825216194,"ATP5F1A"
"BASP1",0.170987443022701,-0.0322762627079002,1.3323100715416,0.194857040260366,0.34804284600722,-5.64954889027997,"BASP1"
"COL1A2",-0.150129040800636,0.08757978646874,-1.32937085958328,0.195810579098942,0.349395205834521,-5.65326094573517,"COL1A2"
"FBXO46",0.355189801086207,-0.0586490334230712,1.03950748532368,0.317760660474174,0.483572467907234,-5.65542500389486,"FBXO46"
"JCHAIN",0.351939421482065,-0.14963151354622,1.32498627663452,0.19723976464579,0.351592726758376,-5.65878525134695,"JCHAIN"
"PIK3IP1",-0.155524289895042,0.0140791937867644,-1.32228304898746,0.19812493047947,0.352817068391368,-5.66218328573114,"PIK3IP1"
"SCG3",-0.190841826644672,0.248048427115433,-1.03244441976289,0.320931835822563,0.487564249298326,-5.66238035690489,"SCG3"
"HPR",0.299243262063263,-0.0483075901166302,1.31908285723958,0.199176808185915,0.354335541762742,-5.66619825294134,"HPR"
"CDH23",-0.191159643741106,0.0793554126940546,-1.31826188325188,0.199447352663536,0.35446237801042,-5.66722689070382,"CDH23"
"TGFB1",-0.178502529594132,-0.00418531589268185,-1.3113189806937,0.201746726530848,0.357833924724206,-5.67590378879615,"TGFB1"
"C7",-0.198059469963055,0.0405710363651513,-1.3094252238062,0.202377454659523,0.358595111393716,-5.67826361445914,"C7"
"ERAP2",0.380139522890015,-0.0347405324870261,1.30566558912465,0.203634142711362,0.36046282575474,-5.682939751751,"ERAP2"
"IGHV2-70",0.44628343304483,-0.185333704300429,1.30304428535467,0.204513895211165,0.36150433950261,-5.68619315171574,"IGHV2-70"
"CD151",-0.238005988552887,0.134773902555021,-1.00659178973482,0.332736397923748,0.502871916122054,-5.68749784455942,"CD151"
"CANT1",0.111149571930345,0.0757159186141002,1.30100756651229,0.205199474440981,0.362152643879469,-5.68871707797486,"CANT1"
"KLHL18",-0.184282429072036,0.0152667500028861,-1.00334280296249,0.334241882057331,0.504231083300257,-5.6906163420451,"KLHL18"
"CTSC",-0.214253144542357,0.13023256921528,-1.29925881652933,0.205789533981246,0.362690213667214,-5.69088141051357,"CTSC"
"CES3",-0.332980391704294,0.166312483198111,-1.29739857709405,0.206418647089644,0.363223316688899,-5.69318094774542,"CES3"
"PTK7",-0.173888779523843,0.139198250276498,-1.29125744722224,0.208506034963478,0.36617200019746,-5.70075194687615,"PTK7"
"IGLV6-57",0.383181881888947,-0.17270914633614,1.29034640755126,0.208817078338508,0.366356590102766,-5.70187244297902,"IGLV6-57"
"GLUD1",-0.27435218387868,0.0312704606868288,-1.28941739461765,0.20913462537236,0.366552215307812,-5.70301433479768,"GLUD1"
"SRSF1",-0.33692989785379,0.191763642537275,-0.986491121229001,0.342129334030849,0.511054950895634,-5.70665369076852,"SRSF1"
"FKBP1A",0.117896837052173,-0.043223040422614,0.985503212649433,0.342595834056709,0.51130703757289,-5.7075866809823,"FKBP1A"
"NCK2",0.2037120862486,0.000219627719083278,1.28518424610778,0.21058626381974,0.368373657332771,-5.70820841019053,"NCK2"
"C1GALT1",0.138640751962863,-0.042510642244591,0.984532688770086,0.343054568256589,0.511327810180553,-5.70850247634635,"C1GALT1"
"PDIA3",0.104277929803407,-0.0123308839717444,1.28404318421104,0.210978879472055,0.368694918055782,-5.70960594425935,"PDIA3"
"CD226",-0.158057707277387,0.0682991438522592,-1.28079799477425,0.212098552431274,0.369833207671622,-5.71357461956987,"CD226"
"DBI",0.152384175626716,-0.0563522905095686,1.27903719341436,0.212707977536881,0.370261733892477,-5.71572430556569,"DBI"
"UNC13D",0.160251644563649,0.00917837312018014,1.27684768090502,0.213467653081622,0.371220874713789,-5.71839378230657,"UNC13D"
"MUCL1",-0.414324528216964,-0.0312824095491207,-1.27571332983307,0.213862044951852,0.371543533173187,-5.71977522315028,"MUCL1"
"HDHD2",0.204852705019961,0.134815671083645,0.966990209765567,0.351422125359173,0.520116440111455,-5.72492262473147,"HDHD2"
"LECT2",0.222637949237316,0.0150078045206345,1.27085240674247,0.215558412167298,0.373760638640959,-5.72568281548576,"LECT2"
"MMRN1",-0.171329793705789,0.0366961021180979,-1.26882317161385,0.216269611528766,0.374628664955865,-5.72814315292943,"MMRN1"
"IGF2R",-0.148928348040334,0.0360485461803936,-1.26538818466002,0.217477577212849,0.376354678853753,-5.7323000413893,"IGF2R"
"ADGRD1",-0.21360950034253,0.255493250192623,-0.957819453782875,0.355853705783138,0.52405938955977,-5.73340581880589,"ADGRD1"
"RAB1A",-0.246177113821022,0.0304452954693013,-1.26186641463011,0.218721400102201,0.378139330205846,-5.73655169942662,"RAB1A"
"IGLV1-51",0.408287856335677,-0.23444871982671,1.25749963702688,0.220271185220016,0.380448969423697,-5.74180906198432,"IGLV1-51"
"IGKV3-7",0.43222081758156,-0.235426556331195,0.947364262703286,0.360953947260936,0.529816066152809,-5.74299220251158,"IGKV3-7"
"C3",0.151802714231343,0.088440145039872,1.25554169614686,0.220968774102792,0.381283655799095,-5.74416112320324,"C3"
"CLINT1",-0.336116805206853,-0.0462010063877165,-0.944126369640403,0.362543825311888,0.530835773851728,-5.74594261329264,"CLINT1"
"SERPINB12",-0.448592642308169,0.0297055480129271,-1.25331408388659,0.221764485846583,0.382146522304942,-5.74683322546068,"SERPINB12"
"TIMP1",0.136942395297715,0.0127984891591123,1.25261870993026,0.222013321754156,0.382146522304942,-5.74766649838273,"TIMP1"
"EGF",-0.149761847339632,-0.033914494140674,-1.25233957563487,0.222113268163749,0.382146522304942,-5.7480008732763,"EGF"
"TPI1",0.158929128420486,-0.00154767609241882,1.24702951717431,0.224021097494793,0.383564128163277,-5.75434931575014,"TPI1"
"LPA",-0.500649220034412,-0.202038570020825,-1.24644779308501,0.224230856261837,0.383564128163277,-5.75504335466292,"LPA"
"AGRN",0.148109580286903,0.0561242392978053,1.24454188125232,0.224919135936262,0.384237351788802,-5.75731524961228,"AGRN"
"GDF2",0.0999312885254325,0.0609874541277159,1.24416233644312,0.225056391548022,0.384237351788802,-5.7577673113587,"GDF2"
"GUSB",-0.19095932192545,-0.0409745978169528,-1.24028885499471,0.226460799112467,0.385115328229318,-5.76237393073757,"GUSB"
"CFHR5",0.190785269719776,-0.0153999274989882,1.24005502530502,0.226545790611539,0.385115328229318,-5.76265161280276,"CFHR5"
"SERPINE1",-0.135277764801335,0.033959958707304,-1.23976006887296,0.226653034657727,0.385115328229318,-5.76300181953727,"SERPINE1"
"PLG",-0.126621730994886,0.0150984327398796,-1.23731664291786,0.227542924969609,0.386104145656631,-5.76590011789191,"PLG"
"FASN",-0.252713968104845,0.0179035529803208,-1.23697090533171,0.227669054971223,0.386104145656631,-5.76630981169238,"FASN"
"DNAJB11",0.18587434536555,-0.0737304674197206,1.23605883764552,0.228002043987263,0.3862434010095,-5.76739011383922,"DNAJB11"
"LMNA",-0.254904092773157,-0.00162285551765776,-1.23550941723264,0.22820281086591,0.3862434010095,-5.76804053800161,"LMNA"
"SH3BGRL",0.184441899480095,-0.0240865721810886,1.23496329258825,0.228402505824617,0.3862434010095,-5.76868680786772,"SH3BGRL"
"MAN2A2",-0.123508387809615,0.0294103226422061,-1.23356017987217,0.228916171015505,0.386744414279756,-5.77034606020042,"MAN2A2"
"CABCOCO1",0.116073275527978,0.0861543902936734,0.91005495393452,0.379571131456988,0.54773343879675,-5.7764570087559,"CABCOCO1"
"CKAP4",-0.205157294356987,-0.0781527600853283,-1.22594522469155,0.231719155429343,0.390737798586542,-5.77932209996779,"CKAP4"
"SLC2A1",-0.268325499563044,-0.161423960602324,-0.905347460265347,0.381966433056816,0.550663115403627,-5.78059617647534,"SLC2A1"
"ATF6",-0.175924552651615,0.00583322786573899,-1.223828165076,0.232502999469107,0.391498882293028,-5.78180883906714,"ATF6"
"RPLP0",-0.311764596171887,0.11841444621075,-1.22294894501572,0.232829118023205,0.391498882293028,-5.78284047174772,"RPLP0"
"CAP1",0.206135009178101,0.0125981363281972,1.22235107064994,0.233051077013876,0.391498882293028,-5.78354161320838,"CAP1"
"FUOM",0.356676074718995,-0.0558245787617133,0.901252016107787,0.384058739033044,0.551890546639568,-5.7841819094885,"FUOM"
"GP1BB",-0.375765105817168,-0.132483089218606,-1.22056736268342,0.233714219317914,0.391498882293028,-5.78563160877829,"GP1BB"
"NID2",-0.155377086162738,0.0354828602036769,-1.22050208354301,0.233738515524307,0.391498882293028,-5.78570804607267,"NID2"
"EPHA1",-0.151893163491302,0.02602031792125,-1.21911818379833,0.234254035536468,0.391498882293028,-5.78732764481315,"EPHA1"
"F11R",-0.221568308122382,0.0841416262110891,-1.2188040614826,0.234371168994983,0.391498882293028,-5.78769504058204,"F11R"
"CHRD",-0.128289934355179,0.0111859171608728,-0.895873171211993,0.386818632223496,0.554799398199482,-5.78886967500116,"CHRD"
"TACC1",0.142831717567199,0.0328260567509978,0.894821819085507,0.38735966285483,0.554841256214769,-5.78978307341976,"TACC1"
"PHPT1",0.138852896022921,0.142564841040004,0.891405761849048,0.389121148107063,0.55640265365807,-5.79274439187279,"PHPT1"
"MINPP1",-0.159242596142182,0.0335643879160205,-1.2144136941283,0.236012909237215,0.39311502909917,-5.79282122170509,"MINPP1"
"SERPINB10",0.165312256377203,0.244381681832944,0.890889118882631,0.389388029119897,0.55640265365807,-5.79319139445778,"SERPINB10"
"TAGLN2",0.304005742943474,-0.100892743907328,1.21385464802282,0.23622257791288,0.39311502909917,-5.79347278710865,"TAGLN2"
"SELP",-0.175506994651897,-0.0248973642185913,-1.20814797594428,0.238370850852375,0.396319386604088,-5.80010868017189,"SELP"
"MRC1",0.117337996364272,0.0344776446934359,1.20706260083406,0.238781091126947,0.396630776017589,-5.80136765063625,"MRC1"
"SLITRK4",-0.213812545875176,0.321975443477107,-0.878919206899576,0.395606205854255,0.563477534199135,-5.80348399236179,"SLITRK4"
"CCS",0.211463733176859,-0.106815272929703,0.875695686612902,0.397292205414248,0.565426266745558,-5.80623484222196,"CCS"
"STIM1",0.123800714232196,-0.069706643349352,0.873063179236217,0.398672683340118,0.566674073313509,-5.80847472424411,"STIM1"
"IGHV3-20",0.167169501601762,0.0549507413923656,0.872614995249783,0.398908031502251,0.566674073313509,-5.80885547072696,"IGHV3-20"
"CA2",0.251822895487726,-0.0617658454140185,1.19897467448498,0.241854750968716,0.400265705808299,-5.81071754608963,"CA2"
"SPINT1",0.14002977641408,0.0520825168984589,1.19893635442375,0.241869383779607,0.400265705808299,-5.81076171245562,"SPINT1"
"MDH2",0.214760296421942,0.0222962284163825,0.87013293301099,0.400213095540738,0.56751028144963,-5.81096093453507,"MDH2"
"GDI1",0.159182648158362,0.0134485019302048,1.19803240201122,0.242214756740696,0.400464732566635,-5.8118032128491,"GDI1"
"IGHG2",0.246355444251889,0.0150430346858425,1.1959716288544,0.243003492104973,0.401023388176946,-5.81417495012027,"IGHG2"
"TMOD3",0.126875900557552,0.00661127056526312,0.866208889909916,0.402282209909911,0.569339738607584,-5.81427877334554,"TMOD3"
"TGFBR2",-0.163821683043275,0.0903590000468552,-1.19536822965654,0.243234797922175,0.40103309129152,-5.81486871361778,"TGFBR2"
"CBLN1",-0.175109959146855,0.0721322581446224,-0.861105339555096,0.404984001463004,0.571798840160861,-5.81857404647001,"CBLN1"
"ALPL",0.133716114392567,0.0591435211275106,1.19004795360439,0.245281371753579,0.403286100138278,-5.82097227414978,"ALPL"
"NELL2",-0.25433126706681,0.0668615484569061,-0.85783927069495,0.406719404596981,0.573387867920315,-5.82131104834925,"NELL2"
"SH3BGRL2",0.273426003543123,-0.0907066607180426,1.18640957603356,0.246688325889124,0.404851044056044,-5.82513236885109,"SH3BGRL2"
"DPEP2",0.1386603994464,0.0381756675778245,1.18101467128206,0.24878555747618,0.407777655201367,-5.83127998155795,"DPEP2"
"ECI1",0.196934270000767,-0.00661872502101582,1.1787664613954,0.249663429083641,0.408227242959373,-5.8338344951095,"ECI1"
"IGKV2D-29",0.459466212750806,-0.114319391087433,1.17792070157844,0.249994271782294,0.408229429680875,-5.83479436066488,"IGKV2D-29"
"DMTN",0.197401160798722,-0.0487637245130271,1.17759003655879,0.250123709023133,0.408229429680875,-5.8351694703158,"DMTN"
"OTUB1",0.194955959263359,0.0199210888302419,0.840659965062378,0.415929166738569,0.581712254424461,-5.83555532083761,"OTUB1"
"PTPRM",-0.12350143469021,0.0743022553743385,-1.16357678153103,0.255654866313882,0.416492680560802,-5.85097979604218,"PTPRM"
"ITPA",0.208450670541791,-0.065300728405052,0.818526470236101,0.427996576957887,0.593301577938836,-5.8535281957709,"ITPA"
"TMEM132A",-0.214311864900248,0.120505001933667,-1.16084451498464,0.25674374986728,0.417883925904749,-5.8540427409504,"TMEM132A"
"PRKCSH",0.105942144681416,0.0160413432976989,1.15826785629808,0.257773746432243,0.419176869198318,-5.85692534165918,"PRKCSH"
"MUC6",0.14032013845287,0.0763406611423082,0.810881368545493,0.432217356702895,0.59744730192265,-5.85963634962613,"MUC6"
"NPNT",-0.151001071651509,0.0142378912827113,-0.807305296930031,0.434200911046895,0.598793349420485,-5.86247582444474,"NPNT"
"HAGH",0.196429433460206,0.0526853103269166,0.806143444270572,0.434846627135148,0.59879536865907,-5.86339593098063,"HAGH"
"B4GALT1",0.122245814569233,0.0421880462940093,1.15182114514004,0.260364079236085,0.423002462978077,-5.864112376514,"B4GALT1"
"GLUL",-0.217002165848259,0.0782316005490497,-0.801599323224966,0.437378046900119,0.600382365305025,-5.86698310638688,"GLUL"
"IGLV1-40",0.386205145081912,-0.273441952268937,0.798113406591546,0.439326395054354,0.602591871088432,-5.86972254579482,"IGLV1-40"
"ENTPD7",-0.129182909473198,0.0152686561923248,-0.796934826491306,0.439986388234746,0.603032191579055,-5.87064630973674,"ENTPD7"
"FCGR3B",0.439056284438333,-0.148204116493589,1.14298070759642,0.263947232522635,0.428042048001612,-5.8739095400425,"FCGR3B"
"CPN1",0.109372098346325,0.0427860817875893,1.14105782822927,0.264731360252257,0.428677758173691,-5.87603154511508,"CPN1"
"CTSH",0.236829646695991,-0.0103066144039102,1.13879503546573,0.265656281220237,0.429638658446183,-5.87852455316689,"CTSH"
"ACO2",0.101890786991238,0.0858104142082513,0.785730344130097,0.446292566452942,0.610046783889226,-5.87936676095671,"ACO2"
