"","x"
"SERPINB1",9.36888180652311
"CACNA2D1",33.0298833053688
"CSF1R",7.07114492697638
"COL18A1",5.75260863621541
"SPTBN1",3.40203714449546
"IGLV3-25",9.68527256570095
"ANXA2",6.03538825651785
"PF4V1",6.32591415826626
"FCGR3A",5.13416863750339
"FGL1",8.72472941608603
"GDI1",14.537877910865
"SH3BGRL",34.5752333345076
"SHBG",5.60682144949101
"AMBP",4.26539449585098
"YWHAH",23.0330851466743
"LAMC1",7.24825256565725
"LTA4H",11.0502958663066
"ALDH1A1",9.94329137205394
"AHNAK",4.76617637383236
"CTSH",13.3239420947113
"MADCAM1",305.662914453822
"APMAP",3.88676710716265
"SERPINE1",2.23734591681773
"NRCAM",23.5384615384602
"MST1",7.84900464502948
"RPS7",11.7623133479081
"G6PD",3.23298699595281
"IGHV1-45",4.12735287142298
"IGHV4-28",3.61078669035568
"GP6",10.4166666650588
"SIAE",7.19108614033446
"MYL6",3.66773473429549
"TAGLN2",6.24168638723372
"TLN1",7.01844800340315
"CFD",6.28879099831682
"IGLV3-1",7.17055926086264
"AKR1A1",6.59880539523657
"IGHV2-70",3.40159082195822
"S100A7",4.90342377477731
"TRHDE",12.1481480871476
"PSMB5",10.1886280043338
"IGHV3-43",3.94876072905273
"CTBS",9.61143709724231
"GGH",4.03210131420345
"EIF4A1",12.903225806448
"PLIN3",10.9948165642799
"GRB2",4.65707957030151
"IGLV6-57",8.42261693726452
"AHSP",6.95579771446781
"SLC3A2",11.2457562699391
"MGAT1",11.9824734607867
"AARS1",4.35573122017856
"ILF3",10.9049552060965
"NEO1",7.96429017827466
"ITGB3",3.30478147274371
"CDH2",14.5216547000635
"PDIA4",14.2908974933552
"CST3",6.66622240505291
"IDH1",6.72783462143575
"PTPRC",15.0822768136243
"IGHG3",4.58703253434477
"GRN",6.82668944229826
"CPS1",2.9354838486502
"PZP",6.12494710313381
"APP",10.4949228227311
"LMAN2",5.39858682996372
"CNTN1",11.8772904345515
"B3GNT8",5.84033855933634
"ETFA",3.63636363372133
"FSCN1",57.3780334926013
"CCDC126",4.75936025935372
"PTGES3",54.0142183948107
"YARS1",5.6884035360735
"RELN",6.58823527607207
"PSMB6",28.7999999999999
"ADAMTSL2",17.1419939946573
"ADA2",6.68867258382139
"ADH4",3.79999999954504
"MDH2",5.15315313622359
"IGHV1-24",11.6106685708272
"F13A1",7.37248183239033
"KRT85",16.0820778750263
"SPTAN1",3.64497041420111
"PGK1",8.61768135519674
"ICAM3",6.52419245173445
"SEMA4B",6.18979135488844
"GNAI2",22.7139508321266
"PSME1",71.5924868746481
"ADAMTSL4",2.63009446626925
"PODXL",65.9031037451049
"MMP14",7.7913672774628
"MFAP4",1.65003778340513
"PYGB",6.9794246666157
"SPARC",2.58456941711668
"S100A9",10.8300093781587
"IGHV3-13",3.57991130868764
"IGHV1-2",5.0384141182224
"NDST1",4.8
"CCT2",9.20932475628686
"F7",6.95093546068823
"CILP",50.6435862143968
"KIT",8.11765187470137
"CD109",16.3633008461068
"DPP4",15.5788864386698
"GPI",10.7639428081306
"LEP",15.4736842105262
"IGHV1-46",5.43629463679346
"AZGP1",5.52074524660372
"ADSS2",5.9194794508149
"ACTN1",4.15063626978578
"REG1A",7.00688668510172
"TFPI",3.91594929606366
"CHI3L1",3.79768124264448
"SERPINA11",5.75129324798184
"INHBE",9.03931058301512
"LGALS3",13.3842631982704
"IGKV2D-29",3.77800764192535
"PVR",4.25020928326249
"TARS1",3.58043304049788
"BIN2",8.06372549019607
"AK1",48.7493277472368
"ARHGDIA",29.3333333333045
"COLEC11",3.9125508230458
"DBH",7.36717616092668
"PON3",14.6252916194855
"CADM1",11.5387021724136
"IGHD",4.84407451152531
"MAN1A1",4.92389129715897
"PPP2R1A",7.59930528775147
"NQO2",11.2936748762813
"ANXA5",4.34210526315785
"CAST",10.6574262112406
"MRC1",5.18467164095446
"CALML5",6.91570584085645
"GOLM1",5.31371582473767
"KRTDAP",5.62156702737908
"IGHV6-1",3.702298895795
"TRAP1",8.11516938123849
"IGKV1-8",5.60168829299373
"LCN2",5.11730852151532
"MASP2",5.45465387728976
"CKM",4.30679981307863
"CTSB",8.40337262263375
"CHGA",4.51618271358931
"PRTN3",7.88434210707341
"MSLN",42.3520817672589
"HSPA5",6.14884295208527
"TPM3",9.01243003602419
"PRDX1",4.56799557268374
"CST6",7.76060319042359
"CPB2",4.58284226822086
"CCL5",4.01818181818181
"CFHR4",3.70753901421481
"CA2",5.54813867442336
"PSMA1",5.87882299730629
"INHBC",3.39290073101084
"ANK1",3.8399417517257
"CCT4",7.96029471619227
"ISLR",30.9209856912753
"FETUB",6.3651428894429
"PDCD6",4.79999999933983
"TREML1",8.17686154910586
"KRT16",3.69837684328444
"TGFB1",7.14523612355708
"PCBP1",5.73337680817527
"BTD",6.16289140463618
"MMP9",3.51775168875439
"GLIPR2",3.07644024099198
"PRDX2",9.01227349523873
"SPP2",7.09005390500144
"C1RL",6.65193802216326
"LASP1",2.18045112525913
"IGKV3D-20",3.24130352756627
"MARCO",3.18180116643501
"DARS1",3.03515624988167
"MINPP1",5.89284528277412
"B4GALT1",11.1401106610229
"EEF1G",222.524938735642
"KRT9",4.31315955605039
"CD5L",5.19281428197147
"F12",5.30096675065734
"ACTR3",6.48335799548226
"IHH",36.5779224934985
"HABP2",10.2415459464935
"IPO5",2.99999999978446
"TXN",6.56060336981921
"IGHV1-18",3.24952219202292
"FUCA2",4.27358588817056
"SERPINB6",6.71982279822697
"F10",5.28900390698949
"IGHV3-35",10.9109441441188
"IGLV3-9",5.49438627319785
"FAP",42.4166795104367
"SPINK5",9.67440725098077
"IGLV1-36",2.88450733729416
"CFHR5",5.53475683343164
"IGHE",28.4090518391827
"GPNMB",139.762817776934
"LDHB",7.91309083476807
"F8",6.88934109415643
"GP1BA",6.01876017467041
"PARVB",4.84347858549377
"ABI3BP",10.0476626013842
"PSMA5",12.4180610182471
"EIF5A",9.48979591836732
"HYOU1",3.97231408065868
"PSMB10",82.8585757796112
"ITLN1",5.67225408082139
"MDH1",13.4362314860038
"F13B",5.41888183937254
"IGFBP5",10.2665395844197
"IGHV4-34",5.05333801569201
"ZYX",4.67420878571097
"CDHR5",15.9125622213287
"YWHAE",23.5532503887037
"ERAP1",9.41557035307272
"LMNA",6.87550259472662
"PRKCSH",6.14097150115344
"CLEC3B",22.5980026949125
"EEF1A1",21.0578344911891
"ILK",4.078191231105
"ALDOA",5.32294968759515
"FCN2",3.79101898345177
"ADGRG6",12.1937444864674
"F5",8.86422100438411
"GSTP1",10.089291299076
"CCL14",6.40601664023184
"CCT7",8.42492066567183
"LILRA3",8.00291817953269
"FHOD1",7.25725516406945
"KRT14",11.8152384799576
"IGLV8-61",5.30514987531943
"CAMP",6.11357775373073
"COL1A1",10.7518011211854
"CDH13",13.6190855617204
"CSRP1",13.0806880531807
"TGFBI",4.68005249940627
"TPM4",7.00950384085144
"TIMP2",8.16594277523081
"PA2G4",2.54376373059256
"IGLV2-11",2.73641588043784
"PPIA",5.2367336297454
"PLTP",7.43252872116018
"IGLV3-16",6.88464938997552
"ECM1",8.24040575911331
"SELENBP1",5.90371549422256
"PYGL",20.5645297902181
"S100A11",6.42282589810695
"CD9",6.96999733107262
"VNN1",3.44879694326137
"LTBP2",7.64952373859981
"LAP3",4.37444854988944
"GDI2",26.2727111878401
"PNP",78.9089058473289
"ITGA6",5.14304478485365
"ART3",31.464328704435
"OLFM1",7.46520929305609
"CRISP3",11.1806065561
"S100A6",6.04773144466777
"DPP3",3.05762944690249
"STC2",2.51428571428571
"KRT6A",2.50675700978039
"LAMP1",8.82515278389462
"LCAT",5.03451427743967
"PPIB",6.2667093760339
"FBLN5",3.6337007487586
"TIMP1",6.48612775605243
"WARS1",46.7285187456652
"RTN4RL2",30.8724592121536
"RAB7A",40897767864.7034
"NOTCH1",15.3823901234558
"BST1",4.9786289839543
"NSFL1C",26.5992949289326
"LCP1",9.05812539073553
"COL6A1",4.06218786878455
"ICAM2",3.46384672950652
"C4BPB",8.49437608688844
"TWF2",7.27583443152055
"ANXA6",4.5206715568025
"ENO1",12.3522196088675
"NCF4",14.540630925479
"CD55",3.1481481479987
"UNC13D",4.31804007096898
"HSPG2",3.40442441365454
"TBCA",10.2267732206611
"HEXA",5.51733478911739
"GAPDH",8.78912671745189
"CHIT1",3.8233370385423
"ANTXR1",216.333333332858
"GPX3",6.802374867777
"TUBB",5.34336597297062
"VWF",19.6441344958005
"PRSS1",8.32316768927775
"B4GAT1",10.9716789111085
"NME1",6.53100271826735
"FGFBP2",9.9581215728608
"CDH5",9.0441334375725
"IGLV2-8",7.72945825959258
"TKT",3.56670547215978
"CDH1",6.72857203359642
"HDGF",7.37160112405541
"HSP90AB1",11.4246979525666
"IGFBP3",10.9645250670672
"DIAPH1",10.6180227862676
"SSC5D",6.11643574365584
"CALR",4.80580723559485
"RNASE1",4.15426559864532
"SRC",15.0458157069867
"MMP2",5.92749681405095
"RAP1B",3.87851668414667
"OGN",9.86943206890697
"PKP1",2.8445959216655
"ACTN4",9.7310916217691
"VASP",6.36666252449638
"LPA",3.49621446745038
"PGLYRP1",26.0844043509637
"IGKV1-33",8.07833044517203
"EHD1",36.4401280729989
"COMP",11.5244761918993
"PLEK",4.16577503877399
"FAM20C",6.28772483335745
"SELENOP",8.59847410214403
"DCXR",7.28294395875127
"HEG1",6.75186085747219
"HSPB1",4.63150785245159
"LIMS1",2.58503742113761
"S100A4",9.52712809180483
"COL2A1",34.1909443134178
"RPS3A",7.09149879636064
"RPLP2",9.83625068743875
"DMKN",5.65364813700236
"CRTAC1",31.3641988448905
"ATIC",4.14270066004772
"IGKV1-27",5.27422109505932
"NUCB1",6.32689677727411
"PDIA3",3.38351930883705
"COL6A3",4.24446230301916
"SPARCL1",6.03995732045807
"SPP1",17.1421873804274
"CD99",16.7651820043261
"KPNB1",4.08762548839845
"PSMB4",7.58377461903326
"LRP1",2.93111443456002
"RNASE4",2.99989679932243
"EGFR",7.19290830193902
"APEX1",4.36061776459071
"VCAM1",4.61447764376565
"UGGT1",19.077606953228
"SEPTIN7",6.89258091155466
"TSKU",7.72392364900648
"ITM2B",61.9157540748016
"ATP5F1B",4.91695486176353
"CD44",6.39218806405442
"ENPP2",4.79265214433939
"IGLC7",5.37097073817132
"SPTB",5.02045739524521
"KRT1",6.43468322254294
"PSMB1",9.98282658336827
"ATF6",8.99586174264109
"HSP90AA1",18.788269598116
"KRT2",3.15194567008676
"ALCAM",4.60360940161636
"BPGM",7.37665426636445
"NOTCH2",4.29536558067275
"CSTB",9.05932210641721
"POSTN",4.36970195905137
"XPO1",2.33262559263559
"SLC4A1",4.87943746264907
"LAMP2",4.03621272446737
"CRYZ",6.43124999994485
"NPEPPS",38.6093390179908
"P4HB",5.47400331464018
"ROBO4",8.74294093855519
"VIM",7.33290759837915
"PTPRM",8.40221706275133
"CHL1",7.7567767911842
"IGFBP1",16.7972547682426
"ANGPTL8",16.135474960857
"FCGBP",4.25390457352058
"CFHR2",7.21538667597599
"IGLV1-44",5.35418007971827
"IGKV6D-21",7.00503868842743
"IGHV1-69-2",4.8951740505321
"IGHV3-23",4.68218320467581
"ELANE",3.54602663558856
"DDT",26.1274816377504
"IGLV4-60",2.71213283194165
"IGHV1-69D",5.31870788365381
"GNB1",3.4953076750669
"IGHV1-8",3.82553384714047
"IGLV3-27",4.14116835719164
"TUBA1B",3.37665069419292
"IGLV7-46",3.48592643245179
"IGHV4-38-2",4.39427837817867
"PPBP",10.7281314824274
"IGKV1D-13",2.85673186379815
"IGLV7-43",5.79486410203862
"IGHV1-69",5.55833313982559
"PF4",13.1474031277255
"IGKV3-11",4.67352736461203
"IGHV1-58",8.29205212846568
"SNCA",8.6841095496425
"IGKV1D-16",3.47160158768054
"ACY1",4.72991898243327
"IGHV3-53",3.06454362786528
"HBG1",4.26167192908559
"RPSA",2.46090534504047
"IGKV1-12",2.82911636671789
"IGHV4-39",4.39102214034122
"NUMA1",7.94013380995497
"CD59",2.9671840656448
"MIF",7.81666658276613
"EPPK1",4.61538461529039
"IGLV2-14",4.00023961083733
"IGHV3-11",3.71335920097018
"NME2",7.19691830283084
"IGKV6-21",6.17979014585835
"IGHV3-9",5.95622581244214
"MGP",4.31653785064064
"IGLV5-45",3.38334490717076
"IGHV3-33",7.3639430019634
"IGHV5-10-1",3.92477130326579
"IGLV2-18",3.63163915237823
"PTGDS",6.57947341511939
"ICOSLG",81.9856371612524
"IGHV3-73",2.88753784934901
"IGHV2-26",2.48739252155603
"IGKV1-16",6.76756548959843
"CKB",3.07619047490575
"IGKV3-15",4.25408745274577
"IGKV1D-33",2.69652842460262
"RPS28",3.73868169959472
"IGLV1-47",4.83946471989931
"CALM3",5.42122960978121
"IGLV9-49",4.16014347873673
"IGHV7-4-1",2.17582957260074
"IGLV10-54",3.2948697428722
"IGHV2-70D",1.6975849838505
"IGHV3-21",6.53250565937408
"IGHV3-64",3.77237132027984
"IGHV3-30-5",12.8888888888888
"HNRNPD",17.111314339759
"IGKV2-24",8.23068760926188
"H2BC21",14.5153137613154
"HNRNPM",1.63636363635272
"IGHV4-30-2",3.60969284720092
"H2AC20",12.8134638932204
"IGHV3-64D",4.95443407360701
"IGHV3-48",2.26026823554696
"IGKJ1",3.5644872151819
"APOC4",6.84816502559284
"TUBA1C",21.6556478726894
"SUPT6H",3.74354027751985
"IGLV5-52",5.52744171380153
"IGKV3D-7",2.81115632441878
"ADARB1",3.3107387790626
"IGKV1-9",3.8590335281856
"IGLV5-39",7.31020158963957
"ABCC2",2.84055697763667
"ACTC1",4.12550910829813
"KRT20",16.4817784480191
"SEPP1",1.47445305619105
"APOC4-APOC2;APOC2",6.17137571047402
"CFHR3;CFHR4",4.7663905255803
"IGLV3-12",3.60102483655965
"IGKV2-28",2.51282051282051
"IGKV2D-30",5.00637830907643
"IGKV2-29",4.91385773055181
"ERN1",4.79746367131695
"IGHV3-43D",3.9557368895222
