"","gene_name","sum","controls","cases","sm","null.effect","level","k.study","method","TE.random","seTE.random","statistic.random","pval.random","lower.random","upper.random","seTE.predict","level.predict","lower.predict","upper.predict","Q","df.Q","pval.Q","method.tau","tau2","se.tau2","lower.tau2","upper.tau2","tau","lower.tau","upper.tau","sign.upper.tau","H","lower.H","upper.H","I2","lower.I2","upper.I2","Rb","lower.Rb","upper.Rb","method.bias","zval.random","TE.fixed","seTE.fixed","lower.fixed","upper.fixed","statistic.fixed","pval.fixed","zval.fixed","random.adj.pval","fixed.adj.pval","order"
"PSMA2","PSMA2",41,13,28,"SMD",0,0.95,2,NA,2.09046020050104,0.42932180619007,4.86921505118133,1.12042421801468e-06,1.24900492259082,2.93191547841126,NA,0.95,NA,NA,0.107883096948925,1,0.742567191647084,NA,0,0.52198230603515,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,4.86921505118133,2.09046020050104,0.42932180619007,1.24900492259082,2.93191547841126,4.86921505118133,1.12042421801468e-06,4.86921505118133,7.72583426694668e-05,1.21405967052019e-05,338
"TTC3","TTC3",73,14,59,"SMD",0,0.95,2,NA,1.98385542872119,0.344959945068135,5.75097328569365,8.87311365168756e-09,1.30774636027873,2.65996449716365,NA,0.95,NA,NA,0.00222183914302943,1,0.962404525540592,NA,0,0.341093094596872,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,5.75097328569365,1.98385542872119,0.344959945068135,1.30774636027873,2.65996449716365,5.75097328569365,8.87311365168756e-09,5.75097328569365,2.24341890160167e-06,1.33272409996139e-07,337
"GSS","GSS",53,12,41,"SMD",0,0.95,2,NA,1.96118192714749,0.383622750351879,5.11226700019378,3.18315482105861e-07,1.20929515280761,2.71306870148738,NA,0.95,NA,NA,0.0641548783698901,1,0.800045565605482,NA,0,0.422633980364686,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,5.11226700019378,1.96118192714749,0.383622750351879,1.20929515280761,2.71306870148738,5.11226700019378,3.18315482105861e-07,5.11226700019378,3.44917561681851e-05,3.99078170540984e-06,336
"NAP1L4","NAP1L4",47,12,35,"SMD",0,0.95,2,NA,1.91962697978562,0.393601617590003,4.8770810230389,1.0766721863577e-06,1.14818198505251,2.69107197451873,NA,0.95,NA,NA,0.492343793941177,1,0.482883650424851,NA,0,0.464830128603129,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,4.8770810230389,1.91962697978562,0.393601617590003,1.14818198505251,2.69107197451873,4.8770810230389,1.0766721863577e-06,4.8770810230389,7.72583426694668e-05,1.1800669946366e-05,335
"PTPA","PTPA",43,15,28,"SMD",0,0.95,2,NA,1.83028033536599,0.391103432974194,4.67978591097347,2.87174630395066e-06,1.06373169250659,2.59682897822538,NA,0.95,NA,NA,0.164810139892632,1,0.68476600174206,NA,0,0.455402241507216,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,4.67978591097347,1.83028033536599,0.391103432974194,1.06373169250659,2.59682897822538,4.67978591097347,2.87174630395066e-06,4.67978591097347,0.000161349597892339,2.98386242677613e-05,334
"ANXA7","ANXA7",29,11,18,"SMD",0,0.95,2,NA,1.73369936262409,0.469104852452279,3.69576088066677,0.000219229236223862,0.814270746844646,2.65312797840353,NA,0.95,NA,NA,0.121556170947442,1,0.727352787247806,NA,0,0.643853032318033,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.69576088066677,1.73369936262409,0.469104852452279,0.814270746844646,2.65312797840353,3.69576088066677,0.000219229236223862,3.69576088066677,0.00410581174508146,0.00135743163816979,333
"LMNB1","LMNB1",92,36,56,"SMD",0,0.95,3,NA,1.72387310096183,0.690878471624884,2.49519006853324,0.0125889677319638,0.369776178882983,3.07797002304068,1.29102542970982,0.95,-14.680160328539,18.1279065304627,12.9962670618806,2,0.00150624793611505,NA,1.18943359760269,1.43467670237424,0.155683588688351,55.9282299831994,1.0906115704515,0.394567597108976,7.47851790017243,NA,2.54914368581693,1.47834063946904,4.39555901897832,0.846109656682402,0.542436926616397,0.948242681405032,0.830645328970224,0.518330312076614,1,NA,2.49519006853324,1.25701546263526,0.247051690508844,0.772803046918193,1.74122787835233,5.08806663110149,3.61732286731042e-07,5.08806663110149,0.0865627481553806,4.49793343418845e-06,332
"NEXN","NEXN",47,12,35,"SMD",0,0.95,2,NA,1.72231641452964,0.584156752314995,2.9483805634432,0.00319443549880825,0.577390218666361,2.86724261039291,NA,0.95,NA,NA,2.15989512308341,1,0.141654358408165,NA,0.374309162424418,0.985733230023351,NA,NA,0.611808109152223,NA,NA,NA,1.46965816538521,1,2.95886199359681,0.537014557182562,0,0.885777784091372,0.548455833543866,0,1,NA,2.9483805634432,1.62341731617511,0.381643608374946,0.875409588830305,2.37142504351991,4.25375214087217,2.10217983619114e-05,4.25375214087217,0.0330022590872674,0.000174262667295189,331
"PSME2","PSME2",43,15,28,"SMD",0,0.95,2,NA,1.72212881382016,0.50177466890486,3.43207603041972,0.00059897961020015,0.738668534412128,2.7055890932282,NA,0.95,NA,NA,1.70342861324193,1,0.191840199017807,NA,0.207971248375877,0.712233184463626,NA,NA,0.456038647897168,NA,NA,NA,1.30515463192755,NA,NA,0.412948689351401,NA,NA,0.41300550170585,0,1,NA,3.43207603041972,1.72626883069225,0.384405811830843,0.972847284055914,2.47969037732858,4.49074591892978,7.0974176373098e-06,4.49074591892978,0.00858148541098106,6.79294551807286e-05,330
"PSMA7","PSMA7",37,12,25,"SMD",0,0.95,2,NA,1.62440398676432,0.68684339261761,2.3650281916138,0.0180286984948205,0.278215674214497,2.97059229931414,NA,0.95,NA,NA,2.56476216916746,1,0.109268989418478,NA,0.579450885784858,1.34316816633816,NA,NA,0.761216714073501,NA,NA,NA,1.60148748642238,1,3.32236024115556,0.610100300128566,0,0.909404514194061,0.614145375516866,0,1,NA,2.3650281916138,1.71191621725022,0.420873043882439,0.887020209176891,2.53681222532354,4.06753590455273,4.75128895483228e-05,4.06753590455273,0.112130235235178,0.000356817096261414,329
"DUSP3","DUSP3",47,12,35,"SMD",0,0.95,2,NA,1.53163543975001,0.372724838245308,4.10929265396036,3.96872870834069e-05,0.801108180645687,2.26216269885433,NA,0.95,NA,NA,0.116473663452262,1,0.732891010633057,NA,0,0.40808731328322,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,4.10929265396036,1.53163543975001,0.372724838245308,0.801108180645687,2.26216269885433,4.10929265396036,3.96872870834069e-05,4.10929265396036,0.00113595499067034,0.000307171502579226,328
"RASGRP2","RASGRP2",30,12,18,"SMD",0,0.95,2,NA,1.49881911664696,0.433784537539652,3.45521563573472,0.000549852868730174,0.648617046018879,2.34902118727504,NA,0.95,NA,NA,0.0751107457717178,1,0.78403590192387,NA,0,0.550365017262077,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.45521563573472,1.49881911664696,0.433784537539652,0.648617046018879,2.34902118727504,3.45521563573472,0.000549852868730174,3.45521563573472,0.0080565471841581,0.00292676070829359,327
"CMPK1","CMPK1",43,15,28,"SMD",0,0.95,2,NA,1.49047154713204,0.736097679588074,2.02482848195653,0.0428849793598643,0.0477466060359149,2.93319648822817,NA,0.95,NA,NA,3.86108857736672,1,0.0494182554367594,NA,0.803087033244185,1.53269617311172,NA,NA,0.896151233466866,NA,NA,NA,1.96496528655514,1,4.13592068076665,0.741005682733649,0,0.94154043255661,0.741074245831315,0.023505515297824,1,NA,2.02482848195653,1.47021333109387,0.374369920003193,0.736461770992468,2.20396489119526,3.92716736184715,8.59521737858901e-05,3.92716736184715,0.203545631049579,0.000609296484267268,326
"RAD23A","RAD23A",30,12,18,"SMD",0,0.95,2,NA,1.4876218157146,0.433549242155074,3.43126378982921,0.000600776085085245,0.637880915566024,2.33736271586318,NA,0.95,NA,NA,0.352133526548751,1,0.552907870135363,NA,0,0.559346920154897,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.43126378982921,1.4876218157146,0.433549242155074,0.637880915566024,2.33736271586318,3.43126378982921,0.000600776085085245,3.43126378982921,0.00858148541098106,0.0031645045870636,325
"ST13","ST13",37,10,27,"SMD",0,0.95,2,NA,1.46931694124085,0.701960464675971,2.09316195879935,0.0363346993205272,0.0934997119049505,2.84513417057676,NA,0.95,NA,NA,2.54594264276723,1,0.110577897722048,NA,0.606138378621642,1.41169871449941,NA,NA,0.778548892890897,NA,NA,NA,1.59560102869334,1,3.30714021169933,0.607218174046104,0,0.908568723291015,0.615058580636552,0,1,NA,2.09316195879935,1.5926282597095,0.424079521866589,0.761447670270019,2.42380884914898,3.7554943768554,0.000172999645578009,3.7554943768554,0.18638585798843,0.00110269101824302,324
"EEF1D","EEF1D",43,15,28,"SMD",0,0.95,2,NA,1.46811610418451,0.576438202430931,2.54687509952191,0.0108692328188561,0.338317988106876,2.59791422026214,NA,0.95,NA,NA,2.18726281079238,1,0.139156415880417,NA,0.368569530777768,0.960259322316419,NA,NA,0.607099275883086,NA,NA,NA,1.478939759014,1,2.9861642432104,0.542807569778169,0,0.88785688423319,0.554605182695567,0,1,NA,2.54687509952191,1.36722015200848,0.373392417418616,0.635384461767641,2.09905584224931,3.66161734472412,0.000250628017329501,3.66161734472412,0.0796551989671725,0.00150808502407234,323
"GSTO1","GSTO1",158,51,107,"SMD",0,0.95,5,NA,1.43361194172632,0.367312648285255,3.90297461418474,9.50176718635172e-05,0.713692380021191,2.15353150343145,0.77323584277613,0.95,-1.02716960922951,3.89439349268215,12.4427127458532,4,0.0143455774720233,NA,0.462975086963385,0.476251302992339,0.0262807798211484,5.78630211959857,0.680422726665846,0.162113478221733,2.40547336705243,NA,1.76371148050448,1.09715174371007,2.83523059075166,0.678526694162165,0.169257164246593,0.875599184346162,0.68630292655934,0.1973011155066,1,NA,3.90297461418474,1.28779398254158,0.194064244291981,0.907435053042313,1.66815291204085,6.63591578778425,3.22493931616137e-11,6.63591578778425,0.00220696496102625,6.27209351617538e-10,322
"UBE2L3","UBE2L3",43,15,28,"SMD",0,0.95,2,NA,1.43029200073203,0.367072910270262,3.89647931164128,9.76011405269567e-05,0.710842316902016,2.14974168456205,NA,0.95,NA,NA,0.297829173038024,1,0.585246545620784,NA,0,0.385332630171756,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.89647931164128,1.43029200073203,0.367072910270262,0.710842316902016,2.14974168456205,3.89647931164128,9.76011405269567e-05,3.89647931164128,0.00220986462954318,0.000676077306755221,321
"PLA2G2A","PLA2G2A",30,12,18,"SMD",0,0.95,2,NA,1.39594870330723,0.428807767054388,3.25541841953197,0.00113225419918912,0.555500923589587,2.23639648302487,NA,0.95,NA,NA,0.148202641555333,1,0.70025892962553,NA,0,0.525649536671461,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.25541841953197,1.39594870330723,0.428807767054388,0.555500923589587,2.23639648302487,3.25541841953197,0.00113225419918912,3.25541841953197,0.0145561832217788,0.00548763456923289,320
"HSP90AA1","HSP90AA1",329,100,229,"SMD",0,0.95,7,NA,1.39367902088216,0.656005685386106,2.12449229012685,0.0336290000686396,0.107931503871882,2.67942653789245,1.79254059525917,0.95,-3.21419327293177,6.0015513146961,44.4923739195344,6,5.90310013182303e-08,NA,2.78285832639322,1.73701677858001,0.983158045128884,17.9604686088296,1.6681901349646,0.991543264375733,4.23797930726775,NA,2.72312240879027,1.97540365169761,3.75386349361211,0.86514542894809,0.74373559004842,0.929035189330306,0.923799771859848,0.302586304762979,1,NA,2.12449229012685,0.838715734305144,0.133016924353164,0.578007353238655,1.09942411537163,6.30533098238184,2.87578674791961e-10,6.30533098238184,0.177753286077095,4.85943329385077e-09,319
"TYMP","TYMP",189,65,124,"SMD",0,0.95,5,NA,1.38158371139891,0.465798512847806,2.96605436318842,0.00301647164405581,0.468635402164895,2.29453202063293,1.01007677057078,0.95,-1.83293137515696,4.59609879795479,17.2199947738044,4,0.00175165638001131,NA,0.803286827875467,0.761549936356604,0.122371014886534,9.06337943803501,0.896262700258951,0.349815687021801,3.01054470786185,NA,2.07484907727071,1.3310974840095,3.2341723616543,0.767711892335477,0.435608746335657,0.904396525261437,0.740464847692048,0.254539659530546,1,NA,2.96605436318842,0.867898219244664,0.166464175315545,0.541634430910035,1.19416200757929,5.21372371922969,1.85087069428566e-07,5.21372371922969,0.0324538119434941,2.44153986367943e-06,318
"SERPINA3","SERPINA3",1660,660,1000,"SMD",0,0.95,20,NA,1.37196217744215,0.250354388433182,5.48008040134002,4.25132599455068e-08,0.88127659274156,1.86264776214273,1.07991389586626,0.95,-0.896852727945836,3.64077708283013,195.816500641143,19,2.30849607402755e-31,NA,1.10353670267728,0.40439865438639,0.601091232731207,2.89040657038522,1.05049355194465,0.775300736960315,1.70011957531969,NA,3.21031643497829,2.71716703620984,3.79296946980031,0.902970383303806,0.864553643964248,0.930490957514389,0.880331758012398,0.749149100542499,1,NA,5.48008040134002,1.01170353812172,0.0639862813100535,0.88629273124937,1.13711434499408,15.8112569977209,2.60222524849078e-56,15.8112569977209,7.16584614859265e-06,1.31585856732017e-53,317
"ORM1","ORM1",1413,628,785,"SMD",0,0.95,18,NA,1.33606596025341,0.262922563349121,5.08159491233668,3.74278919409771e-07,0.820747205366183,1.85138471514064,1.08372503192147,0.95,-0.961328477815636,3.63346039832246,198.224553836354,17,6.51090798240702e-33,NA,1.10533167049512,0.425295819639195,0.56236551060877,2.63756235981962,1.05134754981173,0.749910335045977,1.62405737577821,NA,3.41471343932792,2.88113394616589,4.04711064830699,0.914238676939919,0.879531611422912,0.938946601511905,0.888309676948677,0.782245147574655,0.994374206322698,NA,5.08159491233668,1.07268077406372,0.0681489009509756,0.939111382613816,1.20625016551362,15.7402505263492,8.01258220334407e-56,15.7402505263492,3.78520747163082e-05,2.70651251016078e-53,316
"PLCH1","PLCH1",60,11,49,"SMD",0,0.95,2,NA,1.30659327343412,0.50647332450903,2.57978695067645,0.0098861285786086,0.31392379826615,2.29926274860208,NA,0.95,NA,NA,1.62965881491214,1,0.201750245734947,NA,0.217350308216431,0.795548499002022,NA,NA,0.466208438594188,NA,NA,NA,1.2765809080948,NA,NA,0.386374625872894,NA,NA,0.423659658607603,0,1,NA,2.57978695067645,1.20752722739028,0.363667054079124,0.494752899031417,1.92030155574914,3.32041963616411,0.000898822325444929,3.32041963616411,0.0749334023119049,0.0044414119469054,315
"ITIH3","ITIH3",1659,659,1000,"SMD",0,0.95,20,NA,1.30142459328771,0.25154379182737,5.17374960373047,2.29442261140252e-07,0.808407820771429,1.794441365804,1.09045605939693,0.95,-0.989538575813678,3.59238776238911,163.979349821877,19,4.26133954636123e-25,NA,1.12582013826858,0.408876382680508,0.614181129189073,2.89141438484315,1.06104671823091,0.783697090200718,1.70041594465682,NA,2.93776991881397,2.46460342226517,3.50177721004548,0.884131751829491,0.835371164729427,0.918450185764617,0.889634897765826,0.714314411238834,1,NA,5.17374960373047,1.037737402508,0.0642681299924585,0.911774182369039,1.16370062264695,16.146998561025,1.19223445542159e-58,16.146998561025,2.67741469345971e-05,9.04309834437276e-56,314
"CBR1","CBR1",74,25,49,"SMD",0,0.95,2,NA,1.27259709357566,0.533101716938404,2.38715624643674,0.0169792733184008,0.227736928279926,2.3174572588714,NA,0.95,NA,NA,3.22046020039915,1,0.072723182071247,NA,0.400065901084595,0.820581038915141,NA,NA,0.632507629269873,NA,NA,NA,1.79456406973926,1,3.78107721731329,0.689485372346456,0,0.93005302991975,0.703852047780951,0,1,NA,2.38715624643674,1.10172596562372,0.266487222928298,0.579420606344159,1.62403132490328,4.13425436881135,3.56108889404942e-05,4.13425436881135,0.108187779577801,0.000281363117305884,313
"PDCD6IP","PDCD6IP",43,15,28,"SMD",0,0.95,2,NA,1.27219199832951,0.35966814536286,3.53712725113876,0.000404504721124934,0.567255387031986,1.97712860962703,NA,0.95,NA,NA,0.0939329779576967,1,0.759235494924733,NA,0,0.371785274963179,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.53712725113876,1.27219199832951,0.35966814536286,0.567255387031986,1.97712860962703,3.53712725113876,0.000404504721124934,3.53712725113876,0.00651186583813101,0.00225600611009752,312
"RAB11FIP3","RAB11FIP3",60,11,49,"SMD",0,0.95,2,NA,1.26097927866456,0.357596174479208,3.52626613106534,0.000421463218091424,0.560103655676014,1.96185490165311,NA,0.95,NA,NA,0.841820506491482,1,0.358876623642507,NA,0,0.403059261842157,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.52626613106534,1.26097927866456,0.357596174479208,0.560103655676014,1.96185490165311,3.52626613106534,0.000421463218091424,3.52626613106534,0.00665999689421552,0.00233342956877624,311
"WARS1","WARS1",126,43,83,"SMD",0,0.95,4,NA,1.25701466092572,0.474011699487908,2.65186420985753,0.0080048727924594,0.327968801678803,2.18606052017265,0.944896753331041,0.95,-2.80854793412548,5.32257725597693,15.297995152601,3,0.00157891290330863,NA,0.668142783204128,0.734288581589203,0.0898390058506722,10.4602537938224,0.817400014193863,0.299731556314433,3.23423156156487,NA,2.25816999305492,1.39107512742131,3.66574861200091,0.803895871970522,0.48322817297129,0.92558257432237,0.74341474123285,0.461779519271015,1,NA,2.65186420985753,0.838820549231302,0.205208936695796,0.436618424001782,1.24102267446082,4.08764141921743,4.35781031459717e-05,4.08764141921743,0.0649379252735877,0.00033220091694693,310
"EMD","EMD",37,12,25,"SMD",0,0.95,2,NA,1.25615596764486,0.39221521300523,3.20272117447955,0.00136135717993899,0.4874282759659,2.02488365932381,NA,0.95,NA,NA,0.468257528206013,1,0.493789881060772,NA,0,0.482445773203191,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,3.20272117447955,1.25615596764486,0.39221521300523,0.4874282759659,2.02488365932381,3.20272117447955,0.00136135717993899,3.20272117447955,0.0167900718859142,0.00641359888809766,309
"SERPING1","SERPING1",1660,660,1000,"SMD",0,0.95,20,NA,1.2515257569457,0.351659890803952,3.55890958756914,0.000372397690054238,0.562285036162669,1.94076647772874,1.56601097018372,0.95,-2.03854120557252,4.54159271946393,300.663917434317,19,1.4624448113523e-52,NA,2.32872567993551,0.801534641029615,1.29728827616773,5.33206238227082,1.52601627774264,1.13898563475038,2.30912589138635,NA,3.97799154185492,3.43497571219247,4.60684966443881,0.936806517515855,0.915247472480384,0.95288144972963,0.941548428592547,0.826276068534035,1,NA,3.55890958756914,1.0045187534532,0.0651737174667324,0.876780614479818,1.13225689242659,15.4129424022184,1.33970330954138e-53,15.4129424022184,0.00607448705174494,2.90332845796325e-51,308
"C9","C9",1660,660,1000,"SMD",0,0.95,20,NA,1.22974132102583,0.236658740425083,5.19626411776295,2.03333317357343e-07,0.765898713166057,1.69358392888561,1.02095626240756,0.95,-0.915208192788323,3.37469083483999,185.560250908018,19,2.47788429792076e-29,NA,0.986344330329628,0.361889426448621,0.531501695451045,2.49951932029974,0.993148694974538,0.729041628064574,1.58098681850917,NA,3.12511263719547,2.63806264052093,3.7020838114861,0.897607381392159,0.856308925367706,0.927036189462706,0.880548860499115,0.754735484753466,1,NA,5.19626411776295,0.986276233096496,0.0638410414939653,0.861150091032797,1.1114023751602,15.4489370789749,7.66978164167583e-54,15.4489370789749,2.57047202025908e-05,1.93917645840371e-51,307
"MAPRE2","MAPRE2",43,15,28,"SMD",0,0.95,2,NA,1.21529105650142,0.448769330498919,2.70805283228763,0.00676792475806428,0.33571933135739,2.09486278164546,NA,0.95,NA,NA,1.56128802396566,1,0.211476728422445,NA,0.144924382706489,0.57010350301814,NA,NA,0.380689351974137,NA,NA,NA,1.24951511554109,NA,NA,0.3595031892578,NA,NA,0.359803286181374,0,1,NA,2.70805283228763,1.22256865920108,0.358939214904524,0.519060725349127,1.92607659305303,3.40606043707505,0.000659075873804888,3.40606043707505,0.0583853691920679,0.00341234846608196,306
"VWF","VWF",1288,576,712,"SMD",0,0.95,16,NA,1.19413395847249,0.270569520220407,4.41340901037094,1.01755495240564e-05,0.663827443526208,1.72444047341877,1.04719282334279,0.95,-1.05187126871619,3.44013918566117,187.90722727439,15,6.01235231439202e-32,NA,1.02340494398835,0.425277128141061,0.506210153018088,2.89282884030817,1.01163478785002,0.711484471382256,1.70083180835383,NA,3.53937119909164,2.96539187593912,4.22444958678255,0.920173373756953,0.886280271763445,0.943964953520714,0.873714986243051,0.77453699800014,0.972892974485962,NA,4.41340901037094,0.855173987097195,0.0712396016712627,0.71554693354854,0.994801040645849,12.0041938336969,3.37738828944972e-33,12.0041938336969,0.000454009077293928,2.56174901754761e-31,305
"CRP","CRP",1322,528,794,"SMD",0,0.95,16,NA,1.1885077362824,0.251023413139617,4.7346489373936,2.19434584931849e-06,0.696510887252435,1.68050458531237,0.971734827203207,0.95,-0.895656185289141,3.27267165785395,159.549084438761,15,3.02511901276588e-26,NA,0.881255820455383,0.367114610670637,0.424134266900472,2.25772795363608,0.938752267882951,0.651255915059873,1.50257377643698,NA,3.26138093899666,2.70869880208334,3.92683218269591,0.905985044961149,0.863705425343961,0.935149203163344,0.874084773809128,0.776845878707228,0.971323668911028,NA,4.7346489373936,0.963529324004716,0.0738327390685699,0.818819814550375,1.10823883345906,13.0501636016763,6.34110870678281e-39,13.0501636016763,0.00013870094389234,6.41297460545968e-37,304
"PSMB8","PSMB8",38,10,28,"SMD",0,0.95,2,NA,1.16542854823581,0.394663289137263,2.95296922798024,0.0031473333534716,0.391902715506652,1.93895438096496,NA,0.95,NA,NA,0.325982414326813,1,0.568034419862182,NA,0,0.511288847539325,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,2.95296922798024,1.16542854823581,0.394663289137263,0.391902715506652,1.93895438096496,2.95296922798024,0.0031473333534716,2.95296922798024,0.0329276186014925,0.0134493090062434,303
"PSMB6","PSMB6",104,23,81,"SMD",0,0.95,4,NA,1.1160388066028,0.408121997915429,2.73457155532711,0.00624615177699591,0.316134389390029,1.91594322381557,0.742141343729598,0.95,-2.07713767185529,4.30921528506089,7.00981714931826,3,0.0715855239461859,NA,0.384210208890292,0.543989374413341,0,9.75296583988152,0.619846923756416,0,3.1229738775535,NA,1.52859599516662,1,2.65329939914853,0.572028779624906,0,0.857954499078343,0.576672047799536,0,1,NA,2.73457155532711,1.14292627661508,0.264293208877715,0.624921105856239,1.66093144737392,4.32446327875151,1.52903669834651e-05,4.32446327875151,0.0549409521854488,0.000134077957883911,302
"TUBA1C","TUBA1C",72,21,51,"SMD",0,0.95,3,NA,1.11026423188428,0.2859620196727,3.88255836616009,0.000103363195520569,0.549788972379452,1.67073949138911,0.2859620196727,0.95,-2.52322773684707,4.74375620061562,1.61393161231955,2,0.446209901655501,NA,0,0.250310457645319,0,7.87726691187043,0,0,2.80664691613862,NA,1,1,3.10056928227866,0,0,0.895979935249104,0,0,1,NA,3.88255836616009,1.11026423188428,0.2859620196727,0.549788972379452,1.67073949138911,3.88255836616009,0.000103363195520569,3.88255836616009,0.00230591128830446,0.000700008783949568,301
"TCAP","TCAP",58,9,49,"SMD",0,0.95,2,NA,1.09768930160346,0.386979899510735,2.83655379256463,0.00456032955440196,0.339222635821486,1.85615596738543,NA,0.95,NA,NA,0.000311961729561458,1,0.985908145800038,NA,0,0.451341221274686,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,2.83655379256463,1.09768930160346,0.386979899510735,0.339222635821486,1.85615596738543,2.83655379256463,0.00456032955440196,2.83655379256463,0.042969067913216,0.0187041237577268,300
"SAA1","SAA1",1660,634,1026,"SMD",0,0.95,21,NA,1.07598009350356,0.216637030109696,4.9667413413059,6.80873048554814e-07,0.651379316770836,1.50058087023628,0.94812663461655,0.95,-0.908471759374077,3.0604319463812,220.777069435271,20,8.35572506600315e-36,NA,0.852012512454556,0.310085240124204,0.445682965183846,1.90921333494521,0.923045238574229,0.66759491099307,1.38174286136937,NA,3.32247700846275,2.83306171950555,3.89643945832926,0.909410881976293,0.875408639517947,0.934133568551125,0.86449262265228,0.784332935099839,0.944652310204721,NA,4.9667413413059,0.898500042967214,0.0639476529618225,0.773164946266175,1.02383513966825,14.0505554363915,7.64322072551891e-45,14.0505554363915,6.07579067445678e-05,1.28830731562358e-42,299
"AK1","AK1",121,39,82,"SMD",0,0.95,4,NA,1.07222127310297,0.245879503253279,4.36075906660054,1.2961202237355e-05,0.590306302189945,1.554136244016,0.328775834028612,0.95,-0.342386966655891,2.48682951286183,3.91070039457631,3,0.271269731036153,NA,0.0476368189211301,0.198860022872866,0,3.80111904001514,0.218258605606125,0,1.94964587554128,NA,1.14173849816501,1,2.91775190345208,0.232873987442082,0,0.88253640783881,0.19698724536753,0,1,NA,4.36075906660054,1.07742626927339,0.217170053536042,0.651780785822114,1.50307175272467,4.96121012879237,7.00553559329601e-07,4.96121012879237,0.000531409291731555,8.0510587083561e-06,298
"UBE2N","UBE2N",59,23,36,"SMD",0,0.95,3,NA,1.02907852107027,0.294483868690818,3.49451576293545,0.000474922564006103,0.45190074440825,1.6062562977323,0.294483868690818,0.95,-2.71269380601604,4.77085084815659,0.637238452362801,2,0.727152377185954,NA,0,0.262673256871811,0,3.39395521807523,0,0,1.84226904063311,NA,1,1,3.10056928227866,0,0,0.895979935249104,0,0,1,NA,3.49451576293545,1.02907852107027,0.294483868690818,0.45190074440825,1.6062562977323,3.49451576293545,0.000474922564006103,3.49451576293545,0.00727734878381069,0.00260092970973739,297
"PTPN12","PTPN12",30,12,18,"SMD",0,0.95,2,NA,1.01276770621218,0.406542148090377,2.49117517327388,0.0127321328876525,0.215959737757492,1.80957567466687,NA,0.95,NA,NA,5.85716201738356e-06,1,0.998068995631749,NA,0,0.479149984250394,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,2.49117517327388,1.01276770621218,0.406542148090377,0.215959737757492,1.80957567466687,2.49117517327388,0.0127321328876525,2.49117517327388,0.0870029080656254,0.0426371867341476,296
"ARHGDIA","ARHGDIA",50,14,36,"SMD",0,0.95,3,NA,1.00347043768815,0.343220928582307,2.9236866231702,0.00345912799976681,0.33076977892643,1.67617109644986,0.343220928582307,0.95,-3.35756495061864,5.36450582599493,0.719490271520973,2,0.697854161478282,NA,0,0.356822148240788,0,4.58856532781839,0,0,2.1420936785814,NA,1,1,3.10056928227866,0,0,0.895979935249104,0,0,1,NA,2.9236866231702,1.00347043768815,0.343220928582307,0.33076977892643,1.67617109644986,2.9236866231702,0.00345912799976681,2.9236866231702,0.0349016232395281,0.0146988716404657,295
"FGA","FGA",1599,635,964,"SMD",0,0.95,19,NA,0.97656111330875,0.242414058109252,4.02848383021018,5.6137721060961e-05,0.501438290068418,1.45168393654908,1.02293911311609,0.95,-1.18165176271857,3.13477398933607,235.096572916896,18,8.62908074622223e-40,NA,0.987639853573738,0.370825695158838,0.511976589888386,2.33181575747979,0.993800711196031,0.715525394300151,1.52702840755494,NA,3.61398958460111,3.0805512859733,4.23979979722321,0.923435719301775,0.894623659324564,0.944369969186042,0.884564287610697,0.807638039881279,0.961490535340116,NA,4.02848383021018,0.755882166257537,0.0650066758887664,0.628471422760886,0.883292909754187,11.627762163242,2.97802512473752e-31,11.627762163242,0.00149405127806101,2.05348368828492e-29,294
