"","gene_name","sum","controls","cases","sm","null.effect","level","k.study","method","TE.random","seTE.random","statistic.random","pval.random","lower.random","upper.random","seTE.predict","level.predict","lower.predict","upper.predict","Q","df.Q","pval.Q","method.tau","tau2","se.tau2","lower.tau2","upper.tau2","tau","lower.tau","upper.tau","sign.upper.tau","H","lower.H","upper.H","I2","lower.I2","upper.I2","Rb","lower.Rb","upper.Rb","method.bias","zval.random","TE.fixed","seTE.fixed","lower.fixed","upper.fixed","statistic.fixed","pval.fixed","zval.fixed","random.adj.pval","fixed.adj.pval"
"WDR1","WDR1",406,116,290,"SMD",0,0.95,8,NA,0.319268556945522,0.290828372275274,1.09779026869953,0.272296081733793,-0.250744578396423,0.889281692287466,0.771608144225333,0.95,-1.56878855559942,2.20732566949046,25.7630539930409,7,0.0005551917165379,NA,0.510797986114576,0.359026702544277,0.127325698441289,3.2976432865724,0.714701326509596,0.356827266953198,1.81594143258322,NA,1.91844632052089,1.34190389917813,2.74269736228822,0.72829308195019,0.444662283262539,0.867063505519062,0.754893427349554,0.264639097197905,1,NA,1.09779026869953,0.195225118897091,0.115583520566215,-0.0313144186190352,0.421764656413216,1.68903938849354,0.091211881909397,1.68903938849354,0.565257659698951,0.188512840404026
"ROCK2","ROCK2",30,8,22,"SMD",0,0.95,2,NA,0.4402166419969,0.449096731104044,0.980226778571034,0.326974188887431,-0.439996776541696,1.3204300605355,NA,0.95,NA,NA,0.113156209374605,1,0.73657905632166,NA,0,0.570469802711173,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,1,NA,0.980226778571034,0.4402166419969,0.449096731104044,-0.439996776541696,1.3204300605355,0.980226778571034,0.326974188887431,0.980226778571034,0.607867456546854,0.498124541195406
"ICOSLG","ICOSLG",68,29,39,"SMD",0,0.95,3,NA,-1.56782773210841,0.853485349438844,-1.83697087845648,0.0662141945877625,-3.24062827834113,0.104972814124307,1.6193981483819,0.95,-22.1442321548311,19.0085766906142,12.4549441810655,2,0.00197443679076043,NA,1.89401312127598,2.18719821617948,0.259062498949839,93.5043084243677,1.37623149261888,0.508981825755929,9.66976258366087,NA,2.49549035071922,1.43979623262503,4.32524544058491,0.839421199250296,0.517610402042128,0.946546212108693,0.866701578316831,0.435533851532897,1,NA,-1.83697087845648,-1.30759630612858,0.286007109800483,-1.86815994065992,-0.747032671597239,-4.57190140147478,4.83318364826226e-06,-4.57190140147478,0.260498874685827,4.79211738196984e-05
"SH3BGRL","SH3BGRL",127,50,77,"SMD",0,0.95,5,NA,-0.0418551178212144,0.593448308713006,-0.0705286664511428,0.943772884826478,-1.20499242958491,1.12128219394248,1.35748073117631,0.95,-4.36196465524708,4.27825441960465,24.5148355222537,4,6.29694711266695e-05,NA,1.49057304040063,1.24322300940015,0.346721884764806,16.4004371638293,1.22089026550327,0.588830947526373,4.04974532086023,NA,2.47562292778271,1.6465038699983,3.72225598265357,0.836833496338617,0.631129021019018,0.92782487798138,0.846481487825599,0.492256431509803,1,NA,-0.0705286664511428,0.0941634174792146,0.194774809520729,-0.287588194277063,0.475915029235493,0.483447616819223,0.628777945337409,0.483447616819223,0.973420017490856,0.761865928975119
"FLNB","FLNB",64,24,40,"SMD",0,0.95,3,NA,-0.666844848373278,0.433305611109532,-1.5389711817157,0.123811331826555,-1.51610824044708,0.182418543700523,0.709292272424073,0.95,-9.67925767958015,8.34556798283359,4.59542387822248,2,0.100488504700835,NA,0.315341775101501,0.567429655231776,0,22.7768524137124,0.561553002931603,0,4.7725100747628,NA,1.51582054977205,1,2.8385067587468,0.564784434907536,0,0.875886182268908,0.559849928790151,0,1,NA,-1.5389711817157,-0.540093122629099,0.273730238077508,-1.07659453074059,-0.00359171451760854,-1.97308535009628,0.0484858390724248,-1.97308535009628,0.3675007560121,0.118373003316134
"CAVIN2","CAVIN2",267,84,183,"SMD",0,0.95,6,NA,0.297356387676188,0.221175358158492,1.34443723818051,0.178807038909506,-0.136139348582204,0.73085212393458,0.449725530258663,0.95,-0.95128185949296,1.54599463484534,10.8927901021721,5,0.053547566220009,NA,0.153334513509899,0.1826595977872,0,1.83310672987691,0.391579511095638,0,1.35392271931485,NA,1.47599390934869,1,2.33251628434888,0.540980781498492,0,0.816197831398929,0.522414461767017,0,1,NA,1.34443723818051,0.198160377010916,0.135803260641042,-0.0680091228286316,0.464329876850463,1.45917245341184,0.144517648534485,1.45917245341184,0.449635430658043,0.268339379224986
"LDHA","LDHA",474,161,313,"SMD",0,0.95,12,NA,0.75570233048528,0.416967944968736,1.81237512284533,0.0699282540501067,-0.0615398243611222,1.57294448533168,1.41508022012526,0.95,-2.3972928866531,3.90869754762366,64.2529653475766,11,1.48883731600573e-09,NA,1.8285897622583,0.886999525030674,0.814264216854028,7.22398016200445,1.35225358652078,0.902365899651592,2.68774629792405,NA,2.41685305055179,1.87078961993007,3.12230654143776,0.828801675681496,0.714273779259675,0.897423253023389,0.87645515442969,0.407165534457661,1,NA,1.81237512284533,0.322361529776922,0.108910992444193,0.108899907065789,0.535823152488054,2.9598622007058,0.0030777667401181,2.9598622007058,0.269241526380741,0.0133019149423338
"F13A1","F13A1",794,249,545,"SMD",0,0.95,14,NA,-0.639135364316217,0.17488243896701,-3.65465719766629,0.000257525837018995,-0.981898646220079,-0.296372082412354,0.565049443426835,0.95,-1.87027234105093,0.592001612418498,44.6904880134723,13,2.35663640840821e-05,NA,0.288697006057926,0.163777609297148,0.0998432357774951,1.26911761674322,0.53730531921611,0.31597980279995,1.12655120466991,NA,1.8541116059154,1.41301839408126,2.4328981572992,0.709110359321182,0.499153815867294,0.831052355523524,0.674251376024762,0.392922645853281,0.955580106196243,NA,-3.65465719766629,-0.578268729637606,0.0815439769174062,-0.738091987551888,-0.418445471723325,-7.09149530716806,1.32670578860005e-12,-7.09149530716806,0.0046453572736278,2.95972453133276e-11
"PNP","PNP",255,64,191,"SMD",0,0.95,6,NA,0.649288854463539,0.151987973639839,4.27197520247317,1.93749126031423e-05,0.351397900046231,0.947179808880847,0.151987973639839,0.95,0.227302589002276,1.0712751199248,4.41559397848536,5,0.491255470012479,NA,0,0.0891822352436861,0,0.788252429199916,0,0,0.887835812073334,NA,1,1,1.98515236871779,0,0,0.746246344420476,0,0,1,NA,4.27197520247317,0.649288854463539,0.151987973639839,0.351397900046231,0.947179808880847,4.27197520247317,1.93749126031423e-05,4.27197520247317,0.000699803390927783,0.000164899926763094
"PGK1","PGK1",402,121,281,"SMD",0,0.95,8,NA,0.860428574631924,0.492214946883822,1.74807486054464,0.0804510654680055,-0.104294993912663,1.82515214317651,1.41681404314903,0.95,-2.60639049841807,4.32724764768191,58.9499854122986,7,2.44535234747247e-10,NA,1.76508647892847,1.03477124966612,0.66486886508548,8.95883791974421,1.32856557193406,0.815394913575919,2.99313179124211,NA,2.90196941532319,2.17597435053642,3.87018646860207,0.881255271718191,0.788800708748798,0.933236942173496,0.910681272962786,0.590076031982133,1,NA,1.74807486054464,0.342329956267766,0.11812731834431,0.11080466672262,0.573855245812912,2.89797449959851,0.00375581125807831,2.89797449959851,0.296223947366418,0.0157391317085768
"HPR","HPR",1561,610,951,"SMD",0,0.95,19,NA,-0.0408047814613403,0.217689110376637,-0.187445212076716,0.851311576643329,-0.467467597626113,0.385858034703433,0.910903905564127,0.95,-1.96264403132974,1.88103446840706,160.972273779621,18,5.3751142653404e-25,NA,0.782357376395409,0.298868614604534,0.403265185700093,1.9502936005962,0.884509681346343,0.635031641495204,1.39652912629712,NA,2.99046887609081,2.50155094261984,3.57494382644956,0.888179500870797,0.840198336071542,0.921754106195653,0.868916754867333,0.746461082364267,0.991372427370399,NA,-0.187445212076716,-0.186469658133595,0.0640667145414424,-0.312038111242631,-0.0609012050245594,-2.91055440361273,0.0036078814978057,-2.91055440361273,0.931894804011383,0.0152333350646961
"CA2","CA2",601,219,382,"SMD",0,0.95,10,NA,0.48397849597907,0.167972408197245,2.88129759627397,0.00396041508965062,0.15475862551601,0.813198366442131,0.431191495614239,0.95,-0.510350875972233,1.47830786793037,22.2465177971403,9,0.00812967549774789,NA,0.157711375974462,0.130309756890054,0.0149466560649342,0.740245443259628,0.397128916064371,0.122256517474261,0.860375175873658,NA,1.57220714627347,1.10995141922478,2.22697612524318,0.595442303282318,0.188306518403403,0.798363626560628,0.558968228461988,0.176654332524343,0.941282124399634,NA,2.88129759627397,0.40800209082932,0.0995600736346008,0.212867932207347,0.603136249451294,4.09804930766468,4.16646539838188e-05,4.09804930766468,0.0390126603311688,0.000319218586330571
"TIMP1","TIMP1",533,190,343,"SMD",0,0.95,11,NA,0.332903645277227,0.249341118497514,1.33513335980542,0.18183270279566,-0.155795966842835,0.82160325739729,0.764849157272723,0.95,-1.39730535430743,2.06311264486189,44.6244875669191,10,2.5415194389178e-06,NA,0.522823240007203,0.303635776689417,0.17527498414164,2.03781206757199,0.723065169958562,0.418658553169096,1.42751955067943,NA,2.11245088858698,1.58373014103902,2.81768253382124,0.7759077908737,0.601307895039276,0.874044864279286,0.764494547635609,0.461800420538443,1,NA,1.33513335980542,0.106866471485155,0.099672357785562,-0.0884877600287372,0.302220702999047,1.07217762135286,0.283640259906268,1.07217762135286,0.451952527703766,0.450086060960051
"CST3","CST3",1044,477,567,"SMD",0,0.95,16,NA,0.190569072154018,0.133394803494558,1.42860941477224,0.153116526647105,-0.0708799384201127,0.452018082728148,0.437233883013822,0.95,-0.747204339640637,1.12834248394867,48.3912372372187,15,2.19873560059733e-05,NA,0.173379294855993,0.101016995217197,0.046417121973261,0.455823290738743,0.416388394237871,0.215446332002336,0.675146866051189,NA,1.79612986236554,1.38798057713771,2.32429944310465,0.690026524296775,0.480921283178205,0.814895982967986,0.60897494722061,0.396521885332786,0.821428009108434,NA,1.42860941477224,0.169662175028793,0.07305391805224,0.026479126716862,0.312845223340724,2.32242403354012,0.0202101144985826,2.32242403354012,0.413655886302865,0.0605904025580036
"IGKV1-33","IGKV1-33",406,286,120,"SMD",0,0.95,6,NA,-0.696940852780552,0.367343677328982,-1.89724472147752,0.0577956469569075,-1.41692123029386,0.0230395247327551,0.854846762438443,0.95,-3.07037596204695,1.67649425648584,21.9715702026069,5,0.000530154115415843,NA,0.595821609977908,0.510403645701554,0.109880128112383,4.85910142423856,0.771894817949899,0.331481716105705,2.20433695796232,NA,2.09626192078218,1.40551737432903,3.12647436508507,0.772433196449167,0.493793680077643,0.897696555652867,0.735901794315152,0.387098401665714,1,NA,-1.89724472147752,-0.346508287113146,0.145394013104907,-0.631475316366509,-0.0615412578597833,-2.38323628128434,0.017161175500954,-2.38323628128434,0.240208209407202,0.0527747297243108
"IGKV1-5","IGKV1-5",964,453,511,"SMD",0,0.95,11,NA,0.0569030826963039,0.0947713430236581,0.60042499009536,0.548223037305617,-0.128845336396557,0.242651501789165,0.171509859572287,0.95,-0.331079174625659,0.444885340018267,11.4426007589015,10,0.324090060015938,NA,0.0204340244719976,0.0394229187508166,0,0.201267123397889,0.142947628423831,0,0.448628045710351,NA,1.06970092824591,1,1.45957781576671,0.126072803665659,0,0.530597398425567,0.206826962427952,0,1,NA,0.60042499009536,0.0586133552050366,0.0801303317119902,-0.0984392090197118,0.215665919429785,0.731475259776893,0.464488910675252,0.731475259776893,0.763656476016053,0.627452963040389
"IGKV3-15","IGKV3-15",690,388,302,"SMD",0,0.95,9,NA,-0.369744603257034,0.276377753312633,-1.33782331908164,0.180954038382719,-0.91143504587789,0.171945839363823,0.788215813827168,0.95,-2.2335788321217,1.49408962560763,41.4594166018823,8,1.71020112868578e-06,NA,0.544899506641087,0.341088631592256,0.172848497563295,2.60042394550448,0.738173087182868,0.415750523226724,1.61258300422164,NA,2.27649447072364,1.67284649090177,3.09796930167911,0.807040217743035,0.642654908778558,0.895805263641968,0.792624954074638,0.461089017049881,1,NA,-1.33782331908164,-0.0722001307582216,0.0971915641456703,-0.26269209608485,0.118291834568407,-0.742864171318494,0.457563919378588,-0.742864171318494,0.451952527703766,0.621418501071905
"IGLV1-40","IGLV1-40",826,362,464,"SMD",0,0.95,12,NA,0.214696322022559,0.196798195620206,1.09094659809226,0.275296381258425,-0.171021053615512,0.600413697660631,0.60465554411224,0.95,-1.13256018788282,1.56195283192794,37.7763598199417,11,8.53339292277598e-05,NA,0.3268787972263,0.193149082466404,0.109323513737633,1.70055611182594,0.571733152114078,0.330641064808401,1.30405372275299,NA,1.85316338434732,1.38082065999446,2.48708223202526,0.708812599932055,0.47552420826212,0.838333621314775,0.703336702251991,0.339018798594398,1,NA,1.09094659809226,0.344202475529689,0.0825490271409274,0.182409355374652,0.505995595684726,4.16967331355787,3.05036572472142e-05,4.16967331355787,0.565257659698951,0.000248785204537763
"IGLV2-14","IGLV2-14",401,163,238,"SMD",0,0.95,8,NA,0.0981070812397412,0.104342107609304,0.940244389226747,0.347092217433686,-0.106399691745497,0.302613854224979,0.104342107609304,0.95,-0.157208858442908,0.35342302092239,3.42226100867165,7,0.843389619700517,NA,0,0.0416155883353073,0,0.0659159295071959,0,0,0.256740977460155,NA,1,1,1.75622630804748,0,0,0.675780566278814,0,0,1,NA,0.940244389226747,0.0981070812397412,0.104342107609304,-0.106399691745497,0.302613854224979,0.940244389226747,0.347092217433686,0.940244389226747,0.623122951298108,0.51570900474721
"IGLV2-11","IGLV2-11",683,388,295,"SMD",0,0.95,8,NA,-0.00265022207040303,0.123024607290378,-0.0215422111785136,0.982813131614737,-0.243774021571728,0.238473577430922,0.223296765405401,0.95,-0.549037723663216,0.54373727952241,10.6096508339441,7,0.156575379388772,NA,0.0347263914415627,0.0600291248778801,0,0.757221643183768,0.186350184978612,0,0.870184832770468,NA,1.23112322894549,1,1.84983024642007,0.340223339150385,0,0.707762295793786,0.286804323955235,0,0.858832387464952,NA,-0.0215422111785136,0.00928265636669791,0.0967353548796963,-0.180315155229208,0.198880467962604,0.0959592940785938,0.923552901935848,0.0959592940785938,0.989740881435207,0.959609419340193
"IGHV3-7","IGHV3-7",1060,498,562,"SMD",0,0.95,14,NA,0.0169843291652328,0.149509763734026,0.113600133804288,0.909554781278259,-0.27604942309055,0.310018081421016,0.472661194909655,0.95,-1.01285594638977,1.04682460472023,36.0341632649974,13,0.000586144237935051,NA,0.201055435721619,0.119396049866387,0.0700330186537757,1.11621347234303,0.448392055819033,0.264637523140192,1.05651004365459,NA,1.66489000017782,1.25035111483007,2.21686427101624,0.639231251065906,0.360359390154247,0.796519970427053,0.642463816261416,0.290415347866451,0.994512284656381,NA,0.113600133804288,0.132632484866896,0.0747738545024404,-0.013921576943125,0.279186546676917,1.77378156776133,0.0760992881408244,1.77378156776133,0.958461568258353,0.163285176958459
"IGHE","IGHE",51,19,32,"SMD",0,0.95,3,NA,-0.294998767121268,0.299822428770898,-0.983911605047682,0.325158977162215,-0.882639929269553,0.292642395027017,0.299829456380061,0.95,-4.10469322582229,3.51469569157975,1.85296988779852,2,0.395943029134519,NA,4.21411908315378e-06,0.284873721791112,0,12.0581995501169,0.00205283196661436,0,3.47249183586037,NA,1,1,3.10056928227866,0,0,0.895979935249104,1.56263415726253e-05,0,1,NA,-0.983911605047682,-0.294997119855278,0.299819733178426,-0.882632998739403,0.292638759028846,-0.983914956924206,0.325157328958033,-0.983914956924206,0.607867456546854,0.497241600836024
"IGHG1","IGHG1",1045,472,573,"SMD",0,0.95,10,NA,-0.0624946570402959,0.178203479447538,-0.350692687000502,0.725818912480606,-0.411767058677195,0.286777744596603,0.522795639557318,0.95,-1.26806356372618,1.14307424964559,45.5812487901865,9,7.20146921065882e-07,NA,0.241558800652936,0.148125243976663,0.0760824479750867,0.8921416779962,0.491486317869517,0.275830469627789,0.944532518231215,NA,2.25046288547703,1.67879274659353,3.01680073921349,0.802550385544995,0.645181846267827,0.890123011355675,0.760659871590208,0.562743157267358,0.958576585913058,NA,-0.350692687000502,-0.107296816526061,0.0767741487023828,-0.257771382926453,0.0431777498743321,-1.39756439295732,0.162243917193475,-1.39756439295732,0.863920626410176,0.290583261372493
"IGHA2","IGHA2",863,288,575,"SMD",0,0.95,13,NA,-0.121843248672923,0.0780165940345605,-1.56176067643953,0.118344378755455,-0.274752963177144,0.0310664658312975,0.0780165940345605,0.95,-0.293556614383885,0.0498701170380381,7.41317606472272,12,0.829145982257901,NA,0,0.0282681535931002,0,0.0549429915586427,0,0,0.234399214074285,NA,1,1,1.51784225306798,0,0,0.565943041160381,0,0,1,NA,-1.56176067643953,-0.121843248672923,0.0780165940345605,-0.274752963177144,0.0310664658312975,-1.56176067643953,0.118344378755455,-1.56176067643953,0.360498840506075,0.228990334913297
"HLA-B","HLA-B",303,88,215,"SMD",0,0.95,6,NA,0.493378135780258,0.309414074221248,1.5945562173344,0.110811509913993,-0.113062306003191,1.09981857756371,0.723168028773809,0.95,-1.51445819794432,2.50121446950484,21.9310424616903,5,0.000539639863860253,NA,0.427234928514405,0.361970535379896,0.0819708484980102,3.5130295237209,0.653632104868178,0.28630551601045,1.87430774520112,NA,2.09432769459272,1.4039740852754,3.12413778739916,0.772012661562526,0.492680195075427,0.897543470640711,0.743764373823241,0.422836146344124,1,NA,1.5945562173344,0.724563076981457,0.138251778177767,0.453594570954414,0.9955315830085,5.24089517351307,1.59799479231512e-07,5.24089517351307,0.353353552978993,2.14527265481596e-06
"HBD","HBD",1000,485,515,"SMD",0,0.95,15,NA,0.512074853296725,0.258006148076365,1.98473895724827,0.0471735221066837,0.00639209527714268,1.01775761131631,0.961069294656439,0.95,-1.56418912756785,2.5883388341613,142.03022674914,14,2.79924192351304e-23,NA,0.857087016686221,0.375987290114296,0.391681208239078,2.16434959353976,0.925789941988042,0.625844396187325,1.47117286324203,NA,3.18512420422927,2.62143702264843,3.87002094985203,0.901429432871867,0.854480517163342,0.933231231209997,0.858368056609046,0.759714616902385,0.957021496315706,NA,1.98473895724827,0.411869029025628,0.0801233110326521,0.254830225079529,0.568907832971727,5.14043945160705,2.7409664248581e-07,5.14043945160705,0.218550719410312,3.46503838875812e-06
"COL1A1","COL1A1",116,36,80,"SMD",0,0.95,5,NA,-0.228294850609428,0.434794434925232,-0.52506387449206,0.599538788273017,-1.08047628374133,0.62388658252247,0.935676140973998,0.95,-3.20603392839425,2.74944422717539,15.2087798319054,4,0.00428721737260876,NA,0.686443640146042,0.666529330687262,0.0856097590444728,7.4353641483204,0.828518943746033,0.292591454154889,2.72678641413669,NA,1.94992178252779,1.2357284962281,3.07688539155814,0.73699402291243,0.345131838212589,0.894372412616629,0.726217864008966,0.330920043575285,1,NA,-0.52506387449206,-0.100283473393792,0.209963522505943,-0.511804415572605,0.311237468785022,-0.477623313787533,0.632918334295587,-0.477623313787533,0.796410106663894,0.765659579845618
"CRYAB","CRYAB",294,255,39,"SMD",0,0.95,2,NA,0.042367602694809,0.253876747762243,0.166882564347667,0.867462452391325,-0.455221679431348,0.539956884820966,NA,0.95,NA,NA,1.32204281269912,1,0.25022575853391,NA,0.0454492032028269,0.26385977025363,NA,NA,0.213188187296639,NA,NA,NA,1.14980120573041,NA,NA,0.243594843983627,NA,NA,0.352574115943215,0,1,NA,0.166882564347667,-0.0123181812923261,0.18011846224629,-0.365343880245792,0.34070751766114,-0.0683893318802735,0.945475713874468,-0.0683893318802735,0.938521122812361,0.971738928148759
"LMNA","LMNA",102,31,71,"SMD",0,0.95,4,NA,-0.257180118151471,0.2406669778734,-1.06861406755503,0.285243607031315,-0.728878727051434,0.214518490748491,0.29873701104007,0.95,-1.54254173418022,1.02818149787728,3.7998050750521,3,0.28390880461507,NA,0.031323207526439,0.189811720472475,0,3.99592180999229,0.176983636323924,0,1.99898019249624,NA,1.12543400147856,1,2.87608520278621,0.210485816839206,0,0.879108294467758,0.135198921636329,0,1,NA,-1.06861406755503,-0.2683260681268,0.222393371534657,-0.704209066735163,0.167556930481564,-1.20653806484958,0.227610091268329,-1.20653806484958,0.572954264257269,0.381108728977986
"FGB","FGB",1300,454,846,"SMD",0,0.95,16,NA,0.779788396704323,0.25010881204785,3.11779657149839,0.00182208522486441,0.289584132874439,1.26999266053421,0.970442001369155,0.95,-1.30160268922855,2.8611794826372,147.459921412927,15,7.7004218271784e-24,NA,0.879203260157383,0.364013008827627,0.434495023999779,2.47389353983366,0.937658392036985,0.659162365430384,1.57286157681903,NA,3.1353885608531,2.59283326599893,3.79147458359264,0.898277444770935,0.851252107959781,0.930436135259434,0.878438416281254,0.762292907646552,0.994583924915955,NA,3.11779657149839,0.733430983426068,0.0713081096685797,0.593669656670019,0.873192310182117,10.2853796971319,8.20181620819835e-25,10.2853796971319,0.0211000250848802,4.1473850626123e-23
"SLC4A1","SLC4A1",352,103,249,"SMD",0,0.95,6,NA,0.352871530462416,0.171844779410953,2.05343177530317,0.0400307202055558,0.0160619518857166,0.689681109039114,0.315492766128282,0.95,-0.523076815779766,1.2288198767046,7.84255587448032,5,0.165128807098272,NA,0.0700050572684757,0.108969803425937,0,0.616053529349435,0.264584688272915,0,0.784890775426387,NA,1.25240216180589,1,1.98247762522,0.362452741169495,0,0.745561157563828,0.395098589215897,0,1,NA,2.05343177530317,0.28759280106512,0.121974284034731,0.0485275973169892,0.526658004813251,2.35781503733387,0.0183828497757358,2.35781503733387,0.195262387626457,0.0558853368933692
"TFRC","TFRC",1043,475,568,"SMD",0,0.95,15,NA,-0.228736592944457,0.17411773092466,-1.31368925915667,0.188950796960572,-0.570001074626627,0.112527888737713,0.605219815395761,0.95,-1.53623451239566,1.07876132650674,61.4968128593743,14,6.3995016099153e-08,NA,0.335974040725327,0.169415879393761,0.133704766942154,1.16274258687906,0.579632677413314,0.365656624365202,1.07830542374555,NA,2.09586008358271,1.63870087249097,2.68055602074473,0.772345925763437,0.627607753442964,0.860828526921093,0.738802686224128,0.519842369943298,0.957763002504958,NA,-1.31368925915667,-0.205851145645877,0.0743009364448682,-0.351478305095418,-0.0602239861963358,-2.77050540000421,0.00559693721469609,-2.77050540000421,0.460406903539189,0.0222849179913228
"LTF","LTF",630,266,364,"SMD",0,0.95,11,NA,-0.0515413244576209,0.126106212249522,-0.408713603701283,0.682749849325972,-0.298704958693448,0.195622309778206,0.284693309027313,0.95,-0.69556233267448,0.592479683759239,16.3897664314827,10,0.0890053119589983,NA,0.0651475034369998,0.0739126920231161,0,0.470072198415417,0.255240089791944,0,0.68561811412434,NA,1.2802252314137,1,1.82462317358151,0.389863178233509,0,0.699632024501077,0.372419257270918,0,0.863808764855324,NA,-0.408713603701283,-0.0525057495104847,0.09228447069357,-0.233379988402224,0.128368489381255,-0.568955417047682,0.56938639587911,-0.568955417047682,0.842501075059176,0.708580116938974
"ANG","ANG",490,162,328,"SMD",0,0.95,9,NA,-0.111145888817152,0.15059870747831,-0.738026844175669,0.460498136729111,-0.406313931592921,0.184022153958618,0.342863344703236,0.95,-0.921888868684639,0.699597091050336,17.4226501154357,8,0.025996910242415,NA,0.0948753024469523,0.0977511368720334,0,1.27323015060979,0.308018347581686,0,1.12837500442441,NA,1.47574769673866,1.01351831380753,2.14878333697583,0.540827603895211,0.026498110485446,0.78342179751726,0.464802199881524,0.0800415860924177,0.849562813670631,NA,-0.738026844175669,-0.114202970750266,0.0997730797257212,-0.309754613639323,0.0813486721387908,-1.14462709845394,0.252363662003852,-1.14462709845394,0.709661582781216,0.409449920064004
"F11","F11",1013,352,661,"SMD",0,0.95,16,NA,0.420648252564681,0.149337174886357,2.81676851651163,0.00485094744673435,0.127952768234462,0.7133437368949,0.515660243768846,0.95,-0.685332973759189,1.52662947888855,59.601029226441,15,2.95319126451795e-07,NA,0.243603895200707,0.12772036128975,0.0865498107471012,0.749137749821994,0.4935624531918,0.294193492020305,0.865527440247849,NA,1.99333939619659,1.561192044763,2.5451077346686,0.748326493775623,0.589713392755557,0.84562120084623,0.682697611206833,0.490854478153083,0.874540744260583,NA,2.81676851651163,0.45890547237175,0.0723379722165815,0.317125652112591,0.600685292630909,6.34390843854147,2.2400799405191e-10,6.34390843854147,0.0448712638822927,3.9059784709971e-09
"SLPI","SLPI",112,43,69,"SMD",0,0.95,5,NA,0.100640021977446,0.212228195261618,0.474206652199935,0.635352550131338,-0.315319597239259,0.51659964119415,0.256721930188625,0.95,-0.716363736236645,0.917643780191536,3.87112515828639,4,0.423728031459082,NA,0.0208653425757698,0.157489940773535,0,1.25579095377263,0.144448408007045,0,1.1206207894612,NA,1,1,2.19283344051929,0,0,0.792035738149886,0.0926508383332066,0,1,NA,0.474206652199935,0.108572290971678,0.201283063503798,-0.285935264193654,0.50307984613701,0.539401026006488,0.58961017324817,0.539401026006488,0.82078785044506,0.72659515257309
"CAT","CAT",702,319,383,"SMD",0,0.95,10,NA,0.359657699431093,0.154522423532529,2.32754373901844,0.019936343874965,0.056799314503492,0.662516084358694,0.394737445957665,0.95,-0.550608483267214,1.2699238821294,22.4316265836533,9,0.00760718715704682,NA,0.131940471866814,0.10880059931726,0.0188772548595084,1.13197962638405,0.363236110356355,0.13739452266924,1.06394531174495,NA,1.57873460522637,1.11521845600213,2.23490109971288,0.598780767572218,0.195955465987106,0.79979109904955,0.552579807682232,0.188929967233506,0.916229648130958,NA,2.32754373901844,0.326604658459852,0.0906559644116036,0.148922233229364,0.50428708369034,3.60268252154899,0.00031495010460811,3.60268252154899,0.121459572924988,0.00181665136384222
"ALDOA","ALDOA",598,217,381,"SMD",0,0.95,11,NA,0.307077378957441,0.331816253298567,0.925444054969584,0.35473497179509,-0.343270526992771,0.957425284907652,1.07364397811176,0.95,-2.12167403642323,2.73582879433811,56.2488211348614,10,1.84394187727714e-08,NA,1.04260936578254,0.539549625979339,0.430161830267018,4.35892769899913,1.02108244808269,0.655867235244312,2.08780451647158,NA,2.37168339233679,1.80882165749326,3.10969414269472,0.822218496348143,0.694361189067254,0.896589497438956,0.860862175751151,0.452763430140376,1,NA,0.925444054969584,0.0776192306271099,0.094891634631609,-0.108364955684977,0.263603416939197,0.817977590210617,0.41336998354485,0.817977590210617,0.627926431987341,0.57859209879873
"ANXA1","ANXA1",167,55,112,"SMD",0,0.95,4,NA,0.585201666247422,0.477002425443385,1.22683163655502,0.219885877444088,-0.349705908159864,1.52010924065471,0.989728132606593,0.95,-3.67325478522217,4.84365811771702,20.5547669069041,3,0.000130242213079357,NA,0.752030462594062,0.743110583905979,0.142806958592119,12.4111047365771,0.867196899552842,0.377898079635395,3.52293978611289,NA,2.61755400497641,1.6662565786664,4.11196514191815,0.85404845437618,0.639822776577089,0.940857299449583,0.82629336790365,0.58426084907054,1,NA,1.22683163655502,0.835662331988151,0.17936872891169,0.48410608336851,1.18721858060779,4.65890758694944,3.1789186459698e-06,4.65890758694944,0.500851165289312,3.28055754145319e-05
"KRT1","KRT1",598,198,400,"SMD",0,0.95,11,NA,-0.0553968451795721,0.199927613827826,-0.27708451133358,0.781715214551351,-0.447247767797144,0.336454077438,0.596184075611447,0.95,-1.40405892217023,1.29326523181109,37.9868056543906,10,3.81529410324607e-05,NA,0.315464401241787,0.194270816666033,0.0928247748500828,1.27337215140594,0.561662177150809,0.304671585235779,1.12843792536672,NA,1.94902041175537,1.44363091447347,2.63133777986774,0.736750699940884,0.520169718018309,0.855573529675105,0.717483813359207,0.422530151411608,1,NA,-0.27708451133358,0.10543308101802,0.0907454414201932,-0.0724247159267479,0.283290877962788,1.16185539866203,0.245294206712205,1.16185539866203,0.897700212319757,0.399689915770585
