"","gene_name","sum","controls","cases","sm","null.effect","level","k.study","method","TE.random","seTE.random","statistic.random","pval.random","lower.random","upper.random","seTE.predict","level.predict","lower.predict","upper.predict","Q","df.Q","pval.Q","method.tau","tau2","se.tau2","lower.tau2","upper.tau2","tau","lower.tau","upper.tau","sign.upper.tau","H","lower.H","upper.H","I2","lower.I2","upper.I2","Rb","lower.Rb","upper.Rb","method.bias","zval.random","TE.fixed","seTE.fixed","lower.fixed","upper.fixed","statistic.fixed","pval.fixed","zval.fixed","random.adj.pval","fixed.adj.pval"
"CD5L","CD5L",1341,597,744,"SMD",0,0.95,19,NA,-0.0857417498860234,0.146851542264153,-0.58386686693282,0.559309886356989,-0.373565483797924,0.202081984025877,0.566391473098267,0.95,-1.28072330298071,1.10923980320866,82.3916147433843,18,3.25858372351125e-10,NA,0.299233925333065,0.13461695811154,0.12726593256185,0.807805351392355,0.547022783193776,0.356743510889617,0.89877992378132,NA,2.13946533745887,1.72489210425531,2.65368014549767,0.781531166052971,0.663894103506519,0.857995257137358,0.730298157349289,0.558274867213851,0.902321447484727,NA,-0.58386686693282,-0.0411042409304917,0.0644818399446584,-0.167486324878898,0.0852778430179149,-0.637454529302661,0.523828819242587,-0.637454529302661,0.76539299932821,0.674901063819339
"FCMR","FCMR",115,46,69,"SMD",0,0.95,2,NA,-0.046685051500045,0.268906036601164,-0.173611020749554,0.862171170251054,-0.573731198463736,0.480361095463646,NA,0.95,NA,NA,1.45365844879815,1,0.227941829460017,NA,0.0552023893755438,0.250153306242374,NA,NA,0.23495188736323,NA,NA,NA,1.20567758907518,NA,NA,0.312080495368925,NA,NA,0.381704057972987,0,1,NA,-0.173611020749554,0.0109350956306784,0.193367012478783,-0.368057284625844,0.3899274758872,0.0565509881468448,0.954902877812894,0.0565509881468448,0.938181814398332,0.97735178926736
"FCN3","FCN3",1611,640,971,"SMD",0,0.95,19,NA,0.532570598896281,0.125501255436979,4.243547979197,2.20013306086672e-05,0.28659265822524,0.778548539567322,0.467426918356425,0.95,-0.453613994950728,1.51875519274329,74.5535965306967,18,7.55208619121247e-09,NA,0.202737358887926,0.0975686115334074,0.0718116290695747,0.430976584339513,0.450263654860046,0.267976918912011,0.656488068695474,NA,2.03515760419865,1.63122258552932,2.53911790498142,0.758562955543148,0.624185486429333,0.844891976410861,0.677460601008961,0.521742345301636,0.833178856716285,NA,4.243547979197,0.524546614077,0.0618561441386567,0.403310799342714,0.645782428811285,8.48010527298915,2.24990275139432e-17,8.48010527298915,0.000758545875757912,6.56365860358689e-16
"ATRN","ATRN",1376,627,749,"SMD",0,0.95,19,NA,-1.0507495976441,0.201363948723029,-5.21816146488753,1.80707901831631e-07,-1.44541568492601,-0.656083510362191,0.816528668632862,0.95,-2.77347450247321,0.671975307185012,126.479720101694,18,2.48501956844151e-18,NA,0.626171626854024,0.253483428646425,0.308384407139297,1.70252367759984,0.791310069981435,0.555323695820102,1.30480790831442,NA,2.65078311386669,2.18927254182115,3.20958262734874,0.857684694546071,0.791358671309698,0.902926010423809,0.81278624591547,0.663080809086549,0.962491682744391,NA,-5.21816146488753,-0.866410439255421,0.0663028279054377,-0.996361594023236,-0.736459284487606,-13.0674733887838,5.05156372426194e-39,-13.0674733887838,2.49212624616895e-05,5.47373012121812e-37
"APOM","APOM",1414,615,799,"SMD",0,0.95,19,NA,-0.5639958770274,0.159546840447671,-3.53498618615629,0.000407796476349668,-0.876701938151993,-0.251289815902806,0.627435580196481,0.95,-1.88776923821282,0.759777484158022,88.3968540834801,18,2.7979182258505e-11,NA,0.36822021299966,0.159189793932898,0.171522004328461,1.08465316132056,0.606811513568802,0.414152151181738,1.04146683159885,NA,2.21606325224961,1.79393597933191,2.73752039902785,0.79637284395889,0.68926790037058,0.866560233954456,0.761338176582623,0.580485332796695,0.94219102036855,NA,-3.53498618615629,-0.568088118337781,0.0645417672939614,-0.694587657732511,-0.441588578943052,-8.80186803299593,1.3455735627554e-18,-8.80186803299593,0.00651186583813101,4.48273606192374e-17
"CP","CP",1630,650,980,"SMD",0,0.95,19,NA,0.221720099243943,0.176537694171483,1.25593630462043,0.2091390645432,-0.124287423245909,0.567727621733796,0.719054511457115,0.95,-1.2953523103396,1.73879250882749,131.353193344592,18,2.92541602887157e-19,NA,0.485873832983447,0.195549936086251,0.246657889787593,1.37733734513475,0.697046507044865,0.496646644796472,1.17360016408262,NA,2.70136995434819,2.23561069816694,3.26416385296354,0.86296488466193,0.799918174286794,0.906145284466591,0.820531031064449,0.700290117612104,0.940771944516795,NA,1.25593630462043,0.166981937117956,0.0613424911336043,0.0467528637741236,0.287211010461788,2.72212513760271,0.00648635756784999,2.72212513760271,0.485335139814429,0.0249108972922239
"F2","F2",1660,660,1000,"SMD",0,0.95,20,NA,0.133401481527178,0.148241565941963,0.899892554962657,0.368177432537345,-0.157146648730888,0.423949611785245,0.599085647921521,0.95,-1.12523076018323,1.39203372323758,105.182066709222,19,6.10803722227777e-14,NA,0.336928051672623,0.140779188417964,0.158739750972983,0.904310976122521,0.580455038459158,0.398421574432137,0.950952667656241,NA,2.35284896409732,1.92800588644884,2.8713077520994,0.81936084168677,0.730980792515722,0.878705666330464,0.766597126437369,0.627768436576971,0.905425816297766,NA,0.899892554962657,0.0642236469198754,0.0601730102314779,-0.0537132859751815,0.182160579814932,1.06731650407409,0.285828937897627,1.06731650407409,0.638314474467603,0.452140248999687
"HP","HP",1645,642,1003,"SMD",0,0.95,20,NA,0.947705399805347,0.166558580882417,5.68992239717978,1.27097119295946e-08,0.621256579959707,1.27415421965099,0.678198481556646,0.95,-0.477136737755016,2.37254753736571,99.7106751177147,19,6.04198417627652e-13,NA,0.432211419520175,0.177594326159596,0.21765072041425,1.31185553211277,0.657427881611493,0.466530513915489,1.14536262035775,NA,2.29083615069987,1.87164678719269,2.80391060175668,0.809448687639821,0.714535430209702,0.87280452117452,0.778990601235896,0.598603694173219,0.959377508298573,NA,5.68992239717978,0.842524588211717,0.0628708862649096,0.719299915456381,0.965749260967054,13.4008702320769,5.97583208061277e-41,13.4008702320769,2.75437614245643e-06,8.24121569662688e-39
"F9","F9",1299,596,703,"SMD",0,0.95,17,NA,0.394538705088874,0.219615778971753,1.79649525610644,0.0724157865077077,-0.0359003121324703,0.824977722310219,0.862722115919699,0.95,-1.44430995683254,2.23338736701029,119.025435617495,16,8.45437858259933e-18,NA,0.696058358923593,0.287692330848144,0.361080623960594,2.29981379757882,0.834301120054141,0.600899845199343,1.51651369844747,NA,2.7274694729902,2.23434276833578,3.32943084271459,0.8655749511271,0.799691027673338,0.909788894852832,0.848925641769311,0.678264991848558,1,NA,1.79649525610644,0.274202861666687,0.0662248956291664,0.144404451353597,0.404001271979777,4.1404800877621,3.46579694938171e-05,4.1404800877621,0.274636870330481,0.000275267747236233
"F10","F10",1414,632,782,"SMD",0,0.95,19,NA,0.150818815136956,0.150750463743243,1.00045340751873,0.317091134915244,-0.144646664452512,0.446284294726424,0.590024188441044,0.95,-1.09402340893442,1.39566103920833,94.0290782570513,18,2.71043343427276e-12,NA,0.325402840626709,0.141843546103599,0.154867284106094,1.01710687074637,0.570440917735316,0.393531808252007,1.00851716432908,NA,2.28557163111273,1.85676472924195,2.81340850495367,0.808569855903589,0.709941067371941,0.873661880581479,0.753616546405802,0.604862186680518,0.902370906131086,NA,1.00045340751873,0.176913954967681,0.0628615522908864,0.0537075764652622,0.300120333470099,2.81434276629102,0.00488770815945273,2.81434276629102,0.601026046205813,0.0198252761440904
"PLG","PLG",1660,660,1000,"SMD",0,0.95,20,NA,-0.0176380374023424,0.169798747829163,-0.103876133527724,0.917267647313805,-0.3504374677675,0.315161392962815,0.704662170258508,0.95,-1.49807832182253,1.46280224701784,105.991012018022,19,4.34427098134927e-14,NA,0.467717159429079,0.185351529653729,0.243920283715563,1.38612447683908,0.683898500823828,0.493882864367213,1.17733787709352,NA,2.36187940351281,1.93622272249727,2.88111189478404,0.820739517075568,0.733259245634619,0.879529767340003,0.811118564207824,0.626504317801161,0.995732810614487,NA,-0.103876133527724,-0.0202762062272992,0.060116511631169,-0.138102403900574,0.0975499914459753,-0.337281816212145,0.735904466012787,-0.337281816212145,0.960332758080216,0.835818347715079
"F12","F12",1407,626,781,"SMD",0,0.95,18,NA,0.0350614422666866,0.150343752064996,0.233208509067466,0.815599498722616,-0.259606897081325,0.329729781614699,0.571533162386382,0.95,-1.17653473735689,1.24665762189026,74.1458899647458,17,4.11991241257654e-09,NA,0.304046911922397,0.137358932072905,0.137987608062113,0.987110193461703,0.551404490299451,0.371466833057964,0.993534193403379,NA,2.08842594771821,1.66869872849928,2.61372701052225,0.77072228807176,0.640876247855402,0.853620739722381,0.747304027133643,0.540935569638809,0.953672484628478,NA,0.233208509067466,0.12813533165712,0.0630262314185248,0.00460618799552458,0.251664475318715,2.03304764973554,0.0420477091734223,2.03304764973554,0.914460044022327,0.10621314450139
"CFB","CFB",1613,646,967,"SMD",0,0.95,19,NA,0.323276993032127,0.177172697402989,1.82464340031362,0.0680548595783488,-0.0239751129215451,0.6705290989858,0.716941669850636,0.95,-1.18933771041658,1.83589169648083,128.5051899347,18,1.02270581875514e-18,NA,0.482615193263167,0.196453897687077,0.235494206924489,1.28199919127196,0.69470511244928,0.485277453550532,1.13225403124562,NA,2.67192387964075,2.20863013924088,3.23240052363328,0.859927836306482,0.794999929039729,0.904291686583923,0.809196125095272,0.684107939581139,0.934284310609405,NA,1.82464340031362,0.346113747455855,0.0617893644547509,0.225008818496923,0.467218676414786,5.60151007394351,2.12492435928911e-08,5.60151007394351,0.265396457533047,3.09952908946306e-07
"CA1","CA1",1008,454,554,"SMD",0,0.95,15,NA,0.510587433434898,0.23502781291966,2.17245536641841,0.0298213327477078,0.0499413847471469,0.971233482122649,0.865150739991876,0.95,-1.35845710835914,2.37963197522894,118.501600424249,14,1.23601384392426e-18,NA,0.693247730062692,0.311515358299701,0.311836733015849,1.90326049855537,0.83261499509839,0.558423435231589,1.37958707537994,NA,2.90936419691717,2.36955541656124,3.57214689774475,0.881858135671768,0.821899040130355,0.921631527886396,0.836678634074178,0.716384367953029,0.956972900195328,NA,2.17245536641841,0.384741711943405,0.0778492983407015,0.232159890973916,0.537323532912893,4.9421346132063,7.72718311395278e-07,4.9421346132063,0.163136302722049,8.74786327154207e-06
"SERPINC1","SERPINC1",1660,660,1000,"SMD",0,0.95,20,NA,-0.205487520178476,0.18149686984895,-1.13218217123795,0.257557854055647,-0.561214848389171,0.150239808032219,0.762377652728048,0.95,-1.80718353378206,1.39620849342511,133.602294919093,19,3.02512147831963e-19,NA,0.548278571614162,0.21216024767816,0.287281678758052,1.51837524626783,0.74045835238328,0.535986640466022,1.23222369976714,NA,2.65173523048283,2.20116183733325,3.19454008938429,0.857786874009118,0.79360648339927,0.90200964866923,0.832210130364908,0.693023605657008,0.971396655072808,NA,-1.13218217123795,-0.154320842755837,0.0605461509624824,-0.272989118044828,-0.0356525674668468,-2.54881343079039,0.0108090108619606,-2.54881343079039,0.544930634034054,0.0377269162558022
"SERPINA1","SERPINA1",1599,635,964,"SMD",0,0.95,19,NA,0.710060337691402,0.207060880089187,3.42923461633872,0.000605286050741578,0.304228470109428,1.11589220527338,0.856639502997074,0.95,-1.09729103031922,2.51741170570202,153.248729920088,18,1.73400326858952e-23,NA,0.690957030031766,0.269591677019344,0.353569208146581,1.82484641876963,0.831238251063897,0.594616858276471,1.35086876445109,NA,2.91784480891184,2.43457452172365,3.49704568618672,0.882543887904414,0.83128493851594,0.918229361698604,0.848205975528624,0.723453055618603,0.972958895438646,NA,3.42923461633872,0.538392027644799,0.0633211559107756,0.414284842600234,0.662499212689365,8.50256158310558,1.85452220706267e-17,8.50256158310558,0.00858148541098106,5.51629448649818e-16
"SERPINA3","SERPINA3",1660,660,1000,"SMD",0,0.95,20,NA,1.37196217744215,0.250354388433182,5.48008040134002,4.25132599455068e-08,0.88127659274156,1.86264776214273,1.07991389586626,0.95,-0.896852727945836,3.64077708283013,195.816500641143,19,2.30849607402755e-31,NA,1.10353670267728,0.40439865438639,0.601091232731207,2.89040657038522,1.05049355194465,0.775300736960315,1.70011957531969,NA,3.21031643497829,2.71716703620984,3.79296946980031,0.902970383303806,0.864553643964248,0.930490957514389,0.880331758012398,0.749149100542499,1,NA,5.48008040134002,1.01170353812172,0.0639862813100535,0.88629273124937,1.13711434499408,15.8112569977209,2.60222524849078e-56,15.8112569977209,7.16584614859265e-06,1.31585856732017e-53
"AGT","AGT",1629,650,979,"SMD",0,0.95,19,NA,0.566357171138922,0.132922170423719,4.26081796086787,2.03680085575398e-05,0.305834504361538,0.826879837916306,0.505923710746899,0.95,-0.501048554990122,1.63376289726797,73.0955102476676,18,1.34354929409249e-08,NA,0.23829049770576,0.109746778377343,0.101438760841307,0.713112792252207,0.488150077031398,0.318494522466725,0.844460059595602,NA,2.01515797902447,1.61331210234664,2.5170961492939,0.753746845202789,0.615794819371934,0.842166063069611,0.709836415272264,0.525929607213334,0.893743223331194,NA,4.26081796086787,0.588499712537607,0.0614481936803845,0.468063466009012,0.708935959066203,9.57716862433123,9.97417335602428e-22,9.57716862433123,0.000718564394925299,4.20300582808023e-20
"A2M","A2M",1599,635,964,"SMD",0,0.95,19,NA,-0.324663894536929,0.204342671177101,-1.58882084034004,0.112100846803235,-0.725168170548758,0.0758403814748995,0.848339797038937,0.95,-2.11450441362563,1.46517662455177,156.609222589442,18,3.83389259529308e-24,NA,0.677924483976272,0.263055311960038,0.34451297353297,1.71092074581348,0.823361696932929,0.586952275345253,1.30802169164486,NA,2.94966309365665,2.46390508611723,3.53118811885359,0.885064240136178,0.83527783113508,0.919802968923343,0.854495118102432,0.735899400097822,0.973090836107041,NA,-1.58882084034004,-0.295729447307204,0.0627629456628446,-0.418742560370024,-0.172716334244385,-4.71184779783647,2.4548069945114e-06,-4.71184779783647,0.353353552978993,2.58607097963458e-05
