"","Sensitivity","Se 95% CI, Lower limit","Se 95% CI, Upper limit","Specificity","Spec 95% CI, Lower limit","Spec 95% CI, Upper limit","Std Dev Study","Corr study","N_study","Mean posLR","Median posLR","posLR 95% CI, Lower limit","posLR 95% CI, Upper limit","Mean negLR","Median negLR","negLR 95% CI, Lower limit","negLR 95% CI, Upper limit","Mean DOR","Median DOR","DOR 95% CI, Lower limit","DOR 95% CI, Upper limit","AUC","abs_diff","protein","cat","Wald_Pval","adj.Pval"
"231",0.667096812430839,0.487746371012341,0.808329381526517,0.698341822707292,0.455091204939077,0.865174393412869,0.302312935125278,1,3,2.4,2.18,1.18,4.85,0.502,0.485,0.275,0.826,5.52,4.64,1.45,14.8,73,0.0312450102764532,"MYH7","Not significant",0.0764071017523532,0.0804677828650054
"232",0.679073811538117,0.40581417749274,0.867649495597199,0.961625789736203,0.660841493435151,0.996906744303827,1.15727873788697,-1,3,43.3,17.2,1.58,245,0.369,0.342,0.135,0.754,199,53,2.21,1270,89,0.282551978198086,"FGFR1","Not significant",0.00211380641869786,0.00304526117589856
"233",0.77483933784187,0.60280426187884,0.886403509838495,0.786969879273747,0.643174782187363,0.883329274499333,0.625366443580434,1,6,3.72,3.59,2.35,5.84,0.296,0.288,0.161,0.47,13.4,12.7,6.75,24,85,0.0121305414318774,"ARHGDIB","80-89%",0.00126546476192421,0.00191396617418755
"234",0.625,0.492456614014962,0.741125594521184,0.83999999999998,0.643131146313502,0.938628594363985,1.14854560156806e-08,NA,4,4.42,3.88,1.69,10.3,0.46,0.452,0.303,0.664,10.5,8.75,2.64,28.9,NA,0.214999999999979,"LILRA2","Not significant",0.00177852743649639,0.00260475134364705
"235",0.726735142568051,0.638900261710701,0.799896408538514,0.683915336340983,0.584499576945692,0.768947126916835,0.576709687662224,-0.943200540814036,13,2.34,2.3,1.6,3.36,0.408,0.4,0.27,0.592,6.19,5.75,2.72,12.2,76,0.0428198062270673,"EFEMP1","70-79%",3.38792126919665e-19,1.93510091317056e-17
"236",0.693420888288973,0.397540184338108,0.885750189779853,0.921786979877642,0.535160531100556,0.991779594867656,2.1015864672138,0.0170894411945057,5,16.9,8.53,1.37,83.3,0.376,0.349,0.127,0.766,65.2,26.6,1.94,366,87,0.228366091588669,"ASGR2","Not significant",0.0512415211276668,0.0554688038070952
"237",0.821260071474432,0.60119027080349,0.933353964753711,0.741238911786789,0.463781702198511,0.904647340708183,0.927849100625829,1,4,3.48,3.12,1.64,7.46,0.262,0.248,0.109,0.491,15.2,13.2,4.62,37.5,85,0.0800211596876428,"HPSE","Not significant",0.0270761793431522,0.0306779114844816
"238",0.752120386648303,0.646413782459303,0.834324854843531,0.615125784043902,0.442433169047217,0.762984713815137,0.705784006812963,-1,8,2.04,1.95,1.24,3.35,0.423,0.405,0.236,0.717,5.56,4.85,1.74,13.5,75,0.136994602604401,"MPO","Not significant",2.26868356712654e-07,7.31857722152782e-07
"239",0.576560525826524,0.397106153153219,0.737860307058379,0.827322584783244,0.685748006780904,0.913190142050262,0.216991826188874,-1,5,3.59,3.31,1.57,7.24,0.524,0.516,0.309,0.784,7.78,6.53,2.04,20.9,82,0.25076205895672,"SLC38A10","Not significant",0.000144249688520948,0.000270921561999691
"240",0.586755150859704,0.371760310581003,0.773083880913652,0.884001494349005,0.554758329440295,0.978996675807321,1.68675608879274,-1,5,8.12,5.01,0.938,34.1,0.514,0.473,0.237,1.05,24.2,10.8,0.895,130,76,0.297246343489301,"CAPNS1","Not significant",0.000658794334591407,0.00105610572838558
"241",0.480769230769231,0.349563200623074,0.614682375067941,0.944444444444426,0.80331297502924,0.986064689978532,8.45920266094111e-10,NA,3,11.1,8.58,2.34,35.1,0.559,0.556,0.409,0.723,21.3,15.7,3.43,72.2,NA,0.463675213675195,"ATP5F1A","Not significant",0.00049073980307438,0.000810868780557096
"242",0.75,0.625805507681111,0.843296170803568,0.5,0.346174777767288,0.653825222232712,9.46389417557487e-10,NA,3,1.53,1.49,1.09,2.2,0.522,0.503,0.291,0.861,3.31,3,1.27,7.12,NA,0.25,"HNRNPU","Not significant",0.00112599509208571,0.00173546227684956
"243",0.643861910957746,0.498417789631647,0.766859142643567,0.759109582797837,0.635864046719406,0.850451998404677,1.15299015039888,-0.831872220950116,19,2.8,2.66,1.44,4.94,0.483,0.47,0.282,0.759,6.66,5.69,1.91,17,76,0.115247671840091,"APOF","Not significant",1.1721544960685e-12,1.12689308483417e-11
"244",0.79530032205622,0.609818792859442,0.906175007547028,0.838020904325326,0.546524054477467,0.956914000612382,1.49298011206624,0.311219350122572,6,6.06,4.83,1.76,17.6,0.266,0.253,0.118,0.49,27.3,20.1,4.32,93.5,87,0.0427205822691061,"ITGB1","80-89%",0.00390990853931502,0.0052656327207696
"245",0.765295925703568,0.501506433738905,0.913556049835437,0.751546643381079,0.532293992547304,0.889377693982744,0.533697828228869,-1,4,3.39,3.03,1.27,7.59,0.352,0.317,0.106,0.803,15.1,9.85,1.6,60.5,81,0.0137492823224888,"NPC2","80-89%",0.000546569334321435,0.000891964409455653
"246",0.670312800637703,0.527900252723665,0.787091705007426,0.697502209106891,0.594589433320527,0.78379027147311,0.331325945248383,-0.305116089933334,10,2.25,2.2,1.49,3.28,0.482,0.474,0.297,0.713,5.09,4.69,2.12,10.4,73,0.0271894084691883,"FERMT3","70-79%",2.68642874028152e-05,5.88831220499629e-05
"247",0.692416725427968,0.164249358314446,0.962666959460254,0.96374509437939,0.411632335503867,0.999010900208855,2.62116252029836,-0.999999999999999,3,128,17.8,0.42,900,0.481,0.33,0.0376,1.67,3190,59.9,0.241,14900,93,0.271328368951422,"DSTN","Not significant",0.0154475663967204,0.0184270110211492
"248",0.586305888785241,0.358046578702833,0.782667969869367,0.870064080545643,0.575874536600821,0.970607722491901,1.53831860032228,-0.50777082310975,6,6.28,4.43,1.08,22.7,0.512,0.485,0.238,0.948,16.9,9.47,1.15,78,78,0.283758191760402,"SELP","Not significant",0.0171326279616696,0.0202135865744607
"249",0.617647058823529,0.447170786070221,0.763371731125646,0.849999999999983,0.624155552182575,0.950826551451929,7.52260701640735e-08,NA,3,4.85,4.07,1.55,12.7,0.468,0.458,0.276,0.722,11.9,9.16,2.23,37.5,NA,0.232352941176454,"MAPRE1","Not significant",0.00856888827862058,0.0106808607426708
"250",0.89587156450894,0.278845593997293,0.994803391908667,0.555564007755216,0.0767861153881957,0.949463088573706,2.20867735862225,-1,3,3.91,1.96,0.322,19.5,1.09,0.195,0.00576,7.91,564,10.7,0.0422,2690,82,0.340307556753723,"CCT8","Not significant",0.0405042710506134,0.0447436259273557
"251",0.807233904816107,0.640551005426806,0.907754080363611,0.4286959509969,0.235595834018756,0.646258153967051,0.180596151032278,-1,3,1.46,1.4,0.96,2.33,0.504,0.455,0.186,1.11,3.9,3.14,0.865,11.4,62,0.378537953819207,"PLXNB2","Not significant",0.00428992117218238,0.00571401023071206
"252",0.930700481222332,0.763066909319524,0.982457509964802,0.548279854192337,0.199719098182014,0.855139935488011,1.41034272410634,-1,4,2.49,2.04,1.01,6.66,0.217,0.129,0.023,0.947,42.5,16.3,1.07,246,89,0.382420627029995,"IL6ST","Not significant",1.10093184989442e-05,2.64605155011752e-05
"253",0.922146655996775,0.37065739099226,0.995819572101535,0.848913133457314,0.736715636290865,0.918582130079048,0.271555033850621,1,5,5.87,5.64,2.66,10.3,0.166,0.0925,0.00519,0.724,189,66.4,3.91,1120,87,0.0732335225394602,"TYMP","Not significant",7.64535655174039e-06,1.91330959065462e-05
"254",0.760889587711772,0.382595809288654,0.942332828389544,0.707611323077434,0.404012169030193,0.896265057252553,0.873844157043955,-1,3,3.09,2.56,0.741,8.61,0.435,0.343,0.0686,1.32,19,7.7,0.556,107,79,0.0532782646343385,"TCP1","Not significant",0.00592128946341422,0.00759520748873871
"255",0.901558166215523,0.78036973019314,0.959359280457406,0.714307258063905,0.441173644109894,0.887872629947754,1.05350980136523,1,5,3.48,3.14,1.69,7.28,0.149,0.141,0.0745,0.264,24.7,22.9,10.7,49.1,90,0.187250908151618,"TALDO1","Not significant",4.27999978829125e-07,1.33171930352221e-06
"256",0.722234534566317,0.667530239839098,0.771025332232932,0.677824514261564,0.434868324182497,0.85190228771529,1.29789795694376,-0.999999999886749,9,2.46,2.24,1.26,4.91,0.43,0.412,0.298,0.668,6.33,5.47,1.9,15.8,72,0.0444100203047528,"CLIC1","Not significant",4.57043813227214e-13,4.82379937656114e-12
"257",0.765041453463841,0.574741209606422,0.886936107770006,0.602848935160165,0.456508154924786,0.732845542418413,0.770757418314508,-0.784037569455773,11,1.98,1.92,1.14,3.16,0.421,0.392,0.166,0.846,6.15,4.94,1.36,18.1,71,0.162192518303676,"PCOLCE","Not significant",0.000143044814200792,0.000269701970075669
"258",0.558968006074551,0.454111611170919,0.65881573022037,0.75837183026784,0.570892350246589,0.881012635097573,0.750818854654895,-1,5,2.54,2.31,1.13,5.24,0.601,0.583,0.402,0.906,4.74,3.98,1.25,12.7,65,0.199403824193289,"RSU1","Not significant",0.000148312994856363,0.00027641442995303
"259",0.591977938185392,0.483933290517219,0.691807940185063,0.708052669761035,0.58183482843094,0.808699210525273,0.738753976016714,-0.999999999999964,11,2.11,2.03,1.21,3.49,0.589,0.577,0.391,0.856,3.92,3.52,1.41,8.78,69,0.116074731575643,"IGFBP2","Not significant",3.74045195000757e-09,1.71319756766856e-08
"260",0.614527049185505,0.551522914271017,0.673913272786271,0.734650163908817,0.649952814011595,0.805002532145043,0.502769564591626,-0.426110742201492,12,2.35,2.31,1.68,3.26,0.529,0.526,0.426,0.65,4.57,4.41,2.61,7.44,71,0.120123114723312,"IGLV1-51","70-79%",4.34717151881135e-11,2.89116681148344e-10
"261",0.783191077521336,0.594339206771977,0.899056748480029,0.722236958871616,0.599234867097027,0.818896904371025,0.349651018121192,-1,5,2.89,2.8,1.66,4.66,0.32,0.302,0.132,0.615,11.4,9.39,2.76,32,79,0.0609541186497207,"ARHGAP1","70-79%",1.93894192440253e-07,6.42564030237153e-07
"262",0.673871268234618,0.506284059516059,0.806332943598978,0.701567489930357,0.509972124948927,0.841529524261011,1.20896653776814,-0.885085538935838,10,2.45,2.25,1.08,4.93,0.496,0.466,0.237,0.926,6.33,4.86,1.17,20.2,74,0.0276962216957388,"IGLL5","70-79%",1.39929445986828e-08,5.75726661242417e-08
"263",0.804878048773294,0.655809799082483,0.899298620229144,0.67999999780179,0.478383482445839,0.831187053342152,1.69882929726721e-08,NA,3,2.65,2.49,1.48,4.79,0.307,0.291,0.144,0.558,10.4,8.75,2.8,27.5,NA,0.124878050971504,"ESD","Not significant",0.000331914471444534,0.000571434311653622
"264",0.529292443026361,0.411185369316004,0.644208026206615,0.803364484090113,0.698083718870167,0.878331512785183,0.819036476310465,-0.817900357150419,13,2.82,2.69,1.46,4.98,0.594,0.587,0.417,0.812,5.14,4.59,1.81,11.6,73,0.274072041063752,"IGHV3-7","Not significant",1.89482952842396e-09,9.01901702009638e-09
"265",0.774645783792127,0.315794586993283,0.962407415121225,0.762657330889052,0.348207206980862,0.950805922009765,1.23040731896556,-1,3,4.74,3.16,0.596,18.4,0.438,0.304,0.042,1.61,49.9,11.1,0.365,334,83,0.0119884529030746,"CASP14","Not significant",0.0202475657804133,0.0234610815904311
"266",0.531284972565113,0.337004197778291,0.716523219532292,0.910883111155356,0.79791742913482,0.963582289779915,0.494509051280093,-1,5,6.77,5.89,2.13,16.5,0.523,0.518,0.306,0.768,14.9,11.6,2.87,46.8,86,0.379598138590243,"NRP2","Not significant",2.8208226486972e-06,7.5247769007829e-06
"267",0.628915386677172,0.45601957166634,0.774082887548995,0.737940031611946,0.542510560935759,0.869905632407245,0.0632560256191802,-1,3,2.57,2.38,1.25,5.01,0.522,0.509,0.297,0.826,5.64,4.77,1.53,14.8,75,0.109024644934774,"BPIFB1","Not significant",0.0189951751645468,0.0221439625246791
"268",0.687497378838817,0.510334872635632,0.82281615717425,0.688832088054194,0.495106183398913,0.833259389866904,1.05207434427587,-0.976604372423021,9,2.39,2.2,1.06,4.78,0.488,0.455,0.219,0.945,6.45,4.87,1.12,21.1,74,0.00133470921537748,"CFHR3","Not significant",2.31633894171405e-08,9.28028871546455e-08
"269",0.602248473272713,0.409398256854588,0.76783716884693,0.72757361810638,0.420718453706706,0.907586709475536,0.992053702287972,-0.999999999999999,4,2.7,2.2,0.805,7.58,0.604,0.552,0.274,1.25,6.28,4.05,0.644,25.5,69,0.125325144833667,"RAB14","Not significant",0.0326575815257348,0.0364070168329375
"270",0.510058235930677,0.425961652065577,0.593589343787244,0.791314151828678,0.645967296366202,0.88739164430086,0.168496246592782,-1,3,2.59,2.44,1.39,4.62,0.629,0.622,0.495,0.801,4.3,3.95,1.75,8.91,54,0.281255915898,"CCT6A","Not significant",0.00161792777000862,0.00238031494648239
