"","protein","thetabar","Q","alphamin","direction","optimal_cutpoint","method","youden","acc","sensitivity","specificity","AUC","pos_class","neg_class","prevalence","outcome","predictor","boot","FN","TP","TN","FP","z_alpha","log_sens_sp","pref","corr_sens","corr_spec","talpha_val_q","inv_talpha_val","d_talpha_val_q","d_talpha_val_p","c1_prev","c1","z_c1","z_alphamin","cat_c1","cat_alphamin"
"SIGLEC14","SIGLEC14",2.93674349962655,88.4485361380582,0.68,">=",0.0377489630841676,"maximize_metric",0.7,0.769230769230769,0.7,1,0.8,"COVID19","HC",0.769230769230769,"class","x",NA,3,7,3,0,-0.728232198332656,-0.356674943938732,"Neither: 1161",0.7,0.9999,-6.26289944634344,0.0003098178451548,6801.32013201395,2196.15847485439,0.096870538317276,0.32290179439092,-2.01439571183276,-0.728232198332656,"FN: 1214","(-0.8,0.8]"
"SNX20","SNX20",6.70140598125696,43.8384952259541,0.88,"<=",-0.0262828617954725,"maximize_metric",0.8,0.857142857142857,0.8,1,0.95,"COVID19","HC",0.714285714285714,"class","x",NA,2,8,4,0,0.216762901617505,-0.22314355131421,"Neither: 1161",0.8,0.9999,-8.10498752173877,0.000264803058011652,8801.12011201217,3324.34475867035,0.151087348717495,0.377718371793737,-1.85131408269412,0.216762901617505,"FN: 1214","(-0.8,0.8]"
"SECTM1","SECTM1",2.44189330204157,107.490410779302,0.49,"<=",-0.201425867805192,"maximize_metric",0.5,0.62962962962963,0.5,1,0.714285714285714,"COVID19","HC",0.740740740740741,"class","x",NA,10,10,7,0,-1.62597754328531,-0.693147180559945,"Specificity: 502",0.5,0.9999,-4.51291577471788,0.000361160921932927,4901.51015101564,1358.24647749285,0.0969877144952955,0.277107755700844,-2.15063490786166,-1.62597754328531,"FN: 1214","(-Inf,-0.8]"
"GM2A","GM2A",0.0586683568074677,37.5005168977261,1.01,"<=",-0.00811025435880808,"maximize_metric",0.414285714285714,0.703703703703704,0.7,0.714285714285714,0.621428571428571,"COVID19","HC",0.740740740740741,"class","x",NA,6,14,5,2,0.83100971658511,-0.0202027073175196,"Sensitivity: 369",0.7,0.714285714285714,-0.932183083925321,0.446579264058736,4.921,4.05051064338243,0.288087527978836,0.823107222796674,-0.526263470942197,0.83100971658511,"Neither: 735","(0.8, Inf]"
"EPS15L1","EPS15L1",3.65269731720479,65.9450331416173,0.47,">=",-0.0275518169057989,"maximize_metric",0.7,0.777777777777778,0.7,1,0.857142857142857,"COVID19","HC",0.740740740740741,"class","x",NA,6,14,7,0,-1.72047705328033,-0.356674943938732,"Specificity: 502",0.7,0.9999,-4.32870696717835,0.000522508208805594,4701.53015301582,901.038199125594,0.0670767514894415,0.191647861398404,-2.40488169686572,-1.72047705328033,"FN: 1214","(-Inf,-0.8]"
"TNFAIP3","TNFAIP3",-1.06489800826081,64.6757687294785,1.3,">=",0.0558215919151239,"maximize_metric",0.266666666666667,0.615384615384615,0.6,0.666666666666667,0.433333333333333,"COVID19","HC",0.769230769230769,"class","x",NA,4,6,2,1,2.20125261151284,-0.105360515657826,"Sensitivity: 369",0.6,0.666666666666667,-1.14437039959283,0.471990710935426,4.95,4.08002574541628,0.247274287600986,0.824247625336622,-0.522870725300275,2.20125261151284,"Neither: 735","(0.8, Inf]"
"PGK1","PGK1",6.43124711347017,70.6392733171865,0.8,">=",-0.219241264535813,"maximize_metric",0.807142857142857,0.925925925925926,0.95,0.857142857142857,0.957142857142857,"COVID19","HC",0.740740740740741,"class","x",NA,1,19,6,1,-0.161235138362559,0.102857385439708,"Neither: 1161",0.95,0.857142857142857,-1.37174730345154,0.320687574324932,7,4.2611318936462,0.21305659468231,0.608733127663743,-1.16403544314134,-0.161235138362559,"FN: 1214","(-0.8,0.8]"
"LBP","LBP",8.1580210505988,38.5463411263237,0.93,">=",-0.274522135523692,"maximize_metric",0.95,0.962962962962963,0.95,1,0.992857142857143,"COVID19","HC",0.740740740740741,"class","x",NA,1,19,7,0,0.453011676605045,-0.0512932943875506,"Neither: 1161",0.95,0.9999,-8.5655095405876,0.000281576813180465,9301.07010701172,3303.8990730151,0.12432598209141,0.355217091689742,-1.91825633977995,0.453011676605045,"FN: 1214","(-0.8,0.8]"
"TYRO3","TYRO3",2.85033131206522,49.6669288710184,0.71,"<=",0.226368457359847,"maximize_metric",0.45,0.714285714285714,0.7,0.75,0.725,"COVID19","HC",0.714285714285714,"class","x",NA,3,7,3,1,-0.586482933340132,-0.0689928714869516,"Neither: 1161",0.7,0.75,-0.613159122932325,0.423667015684004,4.56,3.91413379338285,0.343345069594987,0.858362673987468,-0.421377017087871,-0.586482933340132,"Neither: 735","(-0.8,0.8]"
"ICAM3","ICAM3",-0.979498825150829,43.2524868032378,1.34,"<=",0.0405417585574286,"maximize_metric",0.221428571428572,0.62962962962963,0.65,0.571428571428571,0.478571428571429,"COVID19","HC",0.740740740740741,"class","x",NA,7,13,4,3,2.39025163150288,0.128832871842969,"Sensitivity: 369",0.65,0.571428571428571,-0.766032712881474,0.585405688576008,4.28166666666667,3.88092854176732,0.317242115130844,0.906406043230983,-0.27844596781847,2.39025163150288,"Neither: 735","(0.8, Inf]"
"SEMA4B","SEMA4B",1.36622204921112,160.136304851053,0.75,"<=",0.016490733261648,"maximize_metric",0.4,0.555555555555556,0.4,1,0.685714285714286,"COVID19","HC",0.740740740740741,"class","x",NA,12,8,7,0,-0.3974839133501,-0.916290731874155,"Neither: 1161",0.4,0.9999,-6.9076302727318,0.000209710508257525,7501.25012501333,3577.60895891135,0.166927260756653,0.476935030733293,-1.55614033883457,-0.3974839133501,"FN: 1214","(-0.8,0.8]"
"FCN1","FCN1",1.03927970970126,79.256510083736,0.76,">=",-0.206357416710031,"maximize_metric",0.421428571428571,0.777777777777778,0.85,0.571428571428571,0.65,"COVID19","HC",0.740740740740741,"class","x",NA,3,17,4,3,-0.350234158352592,0.397096858437648,"Neither: 1161",0.85,0.571428571428571,0.0499772031456496,0.618049770683305,3.94333333333333,4.47617071445515,0.397293258679451,1.135123596227,0.40199839632162,-0.350234158352592,"Neither: 735","(-0.8,0.8]"
"GNAI2","GNAI2",2.38567073737852,60.5128261120347,0.6,"<=",0.153808951700366,"maximize_metric",0.614285714285714,0.851851851851852,0.9,0.714285714285714,0.814285714285714,"COVID19","HC",0.740740740740741,"class","x",NA,2,18,5,2,-1.10623023831272,0.231111720963387,"Specificity: 502",0.9,0.714285714285714,-0.280596649827523,0.504177287062523,4.06,4.01364746681361,0.346004091966691,0.98858311990483,-0.0339656996809374,-1.10623023831272,"Neither: 735","(-Inf,-0.8]"
"RAB11FIP3","RAB11FIP3",2.78873243960844,81.7173560621949,0.66,">=",-0.0313322170922863,"maximize_metric",0.7,0.785714285714286,0.7,1,0.8,"COVID19","HC",0.714285714285714,"class","x",NA,3,7,4,0,-0.822731708327673,-0.356674943938732,"Specificity: 502",0.7,0.9999,-6.07869063880391,0.000328711978575553,6601.34013401413,2009.17721876143,0.121743596177323,0.304358990443308,-2.06956133544245,-0.822731708327673,"FN: 1214","(-Inf,-0.8]"
